方案,架次编号,航段序号,起点,起点经度_度,起点纬度_度,起点作业海拔_m,终点,终点经度_度,终点纬度_度,终点作业海拔_m,水平距离_m,航段DEM最高海拔_m,计划巡航海拔_m,起点爬升_m,终点下降_m,航段载重_kg,航段能耗_kWh,航段飞行时间_s,起飞时刻_s,到达时刻_s
时间优先(主方案),T06,1,O01,109.2308517,23.0085095,128.7255401611328,S012,109.2831357,23.054464,283.31507873535156,7390.492,363.3009948730469,413.3009948730469,285.6009948730469,133.50099487304686,22.0,1.6928,764.475,360.0,1124.475
时间优先(主方案),T06,2,S012,109.2831357,23.054464,283.31507873535156,O01,109.2308517,23.0085095,128.7255401611328,7390.492,363.3009948730469,413.3009948730469,133.50099487304686,285.6009948730469,0.0,1.365657,774.615,1334.475,2109.09
时间优先(主方案),T07,1,O01,109.2308517,23.0085095,128.7255401611328,S002,109.2585519,23.0703271,218.7942352294922,7411.31,258.9542541503906,308.9542541503906,181.25425415039064,89.45425415039062,64.0,3.801587,611.316,1974.169,2585.485
时间优先(主方案),T07,2,S002,109.2585519,23.0703271,218.7942352294922,O01,109.2308517,23.0085095,128.7255401611328,7411.31,258.9542541503906,308.9542541503906,89.45425415039062,181.25425415039064,0.0,2.304069,620.496,2981.485,3601.981
时间优先(主方案),T08,1,O01,109.2308517,23.0085095,128.7255401611328,S008,109.2127472,23.0795113,278.2891845703125,8079.033,322.9093322753906,372.9093322753906,245.20933227539064,102.00933227539065,20.0,1.584199,661.142,360.0,1021.142
时间优先(主方案),T08,2,S008,109.2127472,23.0795113,278.2891845703125,O01,109.2308517,23.0085095,128.7255401611328,8079.033,322.9093322753906,372.9093322753906,102.00933227539065,245.20933227539064,0.0,1.179243,670.689,1231.142,1901.831
时间优先(主方案),T09,1,O01,109.2308517,23.0085095,128.7255401611328,S010,109.2760168,23.0194009,351.5816650390625,4784.495,385.63653564453125,435.63653564453125,307.93653564453126,84.03653564453123,25.0,1.119023,455.226,1900.472,2355.699
时间优先(主方案),T09,2,S010,109.2760168,23.0194009,351.5816650390625,O01,109.2308517,23.0085095,128.7255401611328,4784.495,385.63653564453125,435.63653564453125,84.03653564453123,307.93653564453126,0.0,0.704173,470.153,2595.699,3065.852
时间优先(主方案),T10,1,O01,109.2308517,23.0085095,128.7255401611328,S001,109.2432319,23.0335927,183.96136474609375,3053.979,223.05661010742188,273.0566101074219,145.3566101074219,89.05661010742188,22.0,0.709036,338.573,360.0,698.573
时间优先(主方案),T10,2,S001,109.2432319,23.0335927,183.96136474609375,O01,109.2308517,23.0085095,128.7255401611328,3053.979,223.05661010742188,273.0566101074219,89.05661010742188,145.3566101074219,0.0,0.57331,342.326,908.573,1250.9
时间优先(主方案),T11,1,O01,109.2308517,23.0085095,128.7255401611328,S014,109.2835966,23.0052097,350.9825134277344,5419.602,541.9473876953125,591.9473876953125,464.2473876953125,240.9473876953125,25.0,1.306885,612.435,2291.831,2904.266
时间优先(主方案),T11,2,S014,109.2835966,23.0052097,350.9825134277344,O01,109.2308517,23.0085095,128.7255401611328,5419.602,541.9473876953125,591.9473876953125,240.9473876953125,464.2473876953125,0.0,0.833504,627.322,3144.266,3771.588
时间优先(主方案),T12,1,O01,109.2308517,23.0085095,128.7255401611328,S003,109.1688578,23.0402714,338.51068115234375,7263.179,511.80413818359375,561.8041381835938,434.10413818359376,223.30413818359375,64.0,3.855578,769.506,2041.554,2811.06
时间优先(主方案),T12,2,S003,109.1688578,23.0402714,338.51068115234375,O01,109.2308517,23.0085095,128.7255401611328,7263.179,511.80413818359375,561.8041381835938,223.30413818359375,434.10413818359376,0.0,2.2939,790.586,3207.06,3997.645
时间优先(主方案),T13,1,O01,109.2308517,23.0085095,128.7255401611328,S002,109.2585519,23.0703271,218.7942352294922,7411.31,258.9542541503906,308.9542541503906,181.25425415039064,89.45425415039062,20.0,1.618571,713.809,1640.9,2354.708
时间优先(主方案),T13,2,S002,109.2585519,23.0703271,218.7942352294922,S012,109.2831357,23.054464,283.31507873535156,3071.276,358.1782531738281,408.1782531738281,188.67825317382812,128.3782531738281,3.0,0.609593,370.184,2564.708,2934.892
时间优先(主方案),T13,3,S012,109.2831357,23.054464,283.31507873535156,O01,109.2308517,23.0085095,128.7255401611328,7390.492,363.3009948730469,413.3009948730469,133.50099487304686,285.6009948730469,0.0,1.365657,774.615,3114.892,3889.507
时间优先(主方案),T14,1,O01,109.2308517,23.0085095,128.7255401611328,S004,109.2381714,23.0778414,225.11575317382812,7714.696,348.2391662597656,398.2391662597656,270.53916625976564,169.9391662597656,59.0,3.734222,707.498,4081.981,4789.48
时间优先(主方案),T14,2,S004,109.2381714,23.0778414,225.11575317382812,O01,109.2308517,23.0085095,128.7255401611328,7714.696,348.2391662597656,398.2391662597656,169.9391662597656,270.53916625976564,0.0,2.418711,717.558,5185.48,5903.038
时间优先(主方案),T15,1,O01,109.2308517,23.0085095,128.7255401611328,S005,109.2283003,23.0561338,199.03955078125,5280.607,276.410888671875,326.410888671875,198.710888671875,131.410888671875,59.0,2.562626,497.23,4477.645,4974.875
时间优先(主方案),T15,2,S005,109.2283003,23.0561338,199.03955078125,O01,109.2308517,23.0085095,128.7255401611328,5280.607,276.410888671875,326.410888671875,131.410888671875,198.710888671875,0.0,1.659567,503.96,5370.875,5874.836
时间优先(主方案),T16,1,O01,109.2308517,23.0085095,128.7255401611328,S001,109.2432319,23.0335927,183.96136474609375,3053.979,223.05661010742188,273.0566101074219,145.3566101074219,89.05661010742188,22.0,0.709036,338.573,1670.9,2009.473
时间优先(主方案),T16,2,S001,109.2432319,23.0335927,183.96136474609375,O01,109.2308517,23.0085095,128.7255401611328,3053.979,223.05661010742188,273.0566101074219,89.05661010742188,145.3566101074219,0.0,0.57331,342.326,2219.473,2561.799
时间优先(主方案),T17,1,O01,109.2308517,23.0085095,128.7255401611328,S009,109.2541424,23.0552989,219.4370880126953,5705.145,243.22891235351562,293.2289123535156,165.52891235351564,63.228912353515625,25.0,1.265658,460.811,3455.852,3916.663
时间优先(主方案),T17,2,S009,109.2541424,23.0552989,219.4370880126953,O01,109.2308517,23.0085095,128.7255401611328,5705.145,243.22891235351562,293.2289123535156,63.228912353515625,165.52891235351564,0.0,0.830575,467.631,4156.663,4624.294
时间优先(主方案),T18,1,O01,109.2308517,23.0085095,128.7255401611328,S007,109.1928191,23.0294186,344.2220458984375,4534.461,461.9731750488281,511.9731750488281,384.27317504882814,163.47317504882812,17.0,1.045831,571.352,2481.355,3052.707
时间优先(主方案),T18,2,S007,109.1928191,23.0294186,344.2220458984375,O01,109.2308517,23.0085095,128.7255401611328,4534.461,461.9731750488281,511.9731750488281,163.47317504882812,384.27317504882814,0.0,0.859512,586.072,3262.707,3848.779
时间优先(主方案),T19,1,O01,109.2308517,23.0085095,128.7255401611328,S001,109.2432319,23.0335927,183.96136474609375,3053.979,223.05661010742188,273.0566101074219,145.3566101074219,89.05661010742188,22.0,0.709036,338.573,2536.155,2874.728
时间优先(主方案),T19,2,S001,109.2432319,23.0335927,183.96136474609375,O01,109.2308517,23.0085095,128.7255401611328,3053.979,223.05661010742188,273.0566101074219,89.05661010742188,145.3566101074219,0.0,0.57331,342.326,3084.728,3427.054
时间优先(主方案),T20,1,O01,109.2308517,23.0085095,128.7255401611328,S008,109.2127472,23.0795113,278.2891845703125,8079.033,322.9093322753906,372.9093322753906,245.20933227539064,102.00933227539065,25.0,1.795974,661.142,4161.588,4822.73
时间优先(主方案),T20,2,S008,109.2127472,23.0795113,278.2891845703125,O01,109.2308517,23.0085095,128.7255401611328,8079.033,322.9093322753906,372.9093322753906,102.00933227539065,245.20933227539064,0.0,1.179243,670.689,5062.73,5733.419
时间优先(主方案),T21,1,O01,109.2308517,23.0085095,128.7255401611328,S003,109.1688578,23.0402714,338.51068115234375,7263.179,511.80413818359375,561.8041381835938,434.10413818359376,223.30413818359375,20.0,1.673582,839.288,3186.802,4026.09
时间优先(主方案),T21,2,S003,109.1688578,23.0402714,338.51068115234375,S015,109.1923786,23.0494548,466.229248046875,2616.367,437.89886474609375,487.89886474609375,149.39886474609375,13.39886474609375,3.0,0.516171,273.19,4236.09,4509.279
时间优先(主方案),T21,3,S015,109.1923786,23.0494548,466.229248046875,O01,109.2308517,23.0085095,128.7255401611328,6009.383,521.7992553710938,571.7992553710938,97.29925537109375,444.09925537109376,0.0,1.107466,710.855,4689.279,5400.134
时间优先(主方案),T22,1,O01,109.2308517,23.0085095,128.7255401611328,S015,109.1923786,23.0494548,466.229248046875,6009.383,521.7992553710938,571.7992553710938,444.09925537109376,97.29925537109375,22.0,1.450228,687.735,3792.255,4479.989
时间优先(主方案),T22,2,S015,109.1923786,23.0494548,466.229248046875,O01,109.2308517,23.0085095,128.7255401611328,6009.383,521.7992553710938,571.7992553710938,97.29925537109375,444.09925537109376,0.0,1.107466,710.855,4689.989,5400.844
时间优先(主方案),T23,1,O01,109.2308517,23.0085095,128.7255401611328,S007,109.1928191,23.0294186,344.2220458984375,4534.461,461.9731750488281,511.9731750488281,384.27317504882814,163.47317504882812,6.0,0.94639,571.352,4178.779,4750.131
时间优先(主方案),T23,2,S007,109.1928191,23.0294186,344.2220458984375,O01,109.2308517,23.0085095,128.7255401611328,4534.461,461.9731750488281,511.9731750488281,163.47317504882812,384.27317504882814,0.0,0.859512,586.072,4930.131,5516.203
时间优先(主方案),T24,1,O01,109.2308517,23.0085095,128.7255401611328,S011,109.2203356,23.0319231,208.04286193847656,2808.074,245.36175537109375,295.36175537109375,167.66175537109376,83.26175537109376,25.0,0.652315,276.397,5014.294,5290.691
时间优先(主方案),T24,2,S011,109.2203356,23.0319231,208.04286193847656,O01,109.2308517,23.0085095,128.7255401611328,2808.074,245.36175537109375,295.36175537109375,83.26175537109376,167.66175537109376,0.0,0.421636,282.024,5530.691,5812.714
均衡,T01,1,O01,109.2308517,23.0085095,128.7255401611328,S007,109.1928191,23.0294186,344.2220458984375,4534.461,461.9731750488281,511.9731750488281,384.27317504882814,163.47317504882812,22.0,1.11141,571.352,360.0,931.352
均衡,T01,2,S007,109.1928191,23.0294186,344.2220458984375,O01,109.2308517,23.0085095,128.7255401611328,4534.461,461.9731750488281,511.9731750488281,163.47317504882812,384.27317504882814,0.0,0.859512,586.072,1141.352,1727.424
均衡,T02,1,O01,109.2308517,23.0085095,128.7255401611328,S010,109.2760168,23.0194009,351.5816650390625,4784.495,385.63653564453125,435.63653564453125,307.93653564453126,84.03653564453123,25.0,1.119023,455.226,390.0,845.226
均衡,T02,2,S010,109.2760168,23.0194009,351.5816650390625,O01,109.2308517,23.0085095,128.7255401611328,4784.495,385.63653564453125,435.63653564453125,84.03653564453123,307.93653564453126,0.0,0.704173,470.153,1085.226,1555.38
均衡,T03,1,O01,109.2308517,23.0085095,128.7255401611328,S013,109.2713839,23.0310882,351.70806884765625,4849.242,349.18182373046875,399.18182373046875,271.48182373046876,47.48182373046876,25.0,1.12033,432.769,390.0,822.769
均衡,T03,2,S013,109.2713839,23.0310882,351.70806884765625,O01,109.2308517,23.0085095,128.7255401611328,4849.242,349.18182373046875,399.18182373046875,47.48182373046876,271.48182373046876,0.0,0.70443,447.703,1062.769,1510.472
均衡,T04,1,O01,109.2308517,23.0085095,128.7255401611328,S002,109.2585519,23.0703271,218.7942352294922,7411.31,258.9542541503906,308.9542541503906,181.25425415039064,89.45425415039062,20.0,1.618571,713.809,390.0,1103.809
均衡,T04,2,S002,109.2585519,23.0703271,218.7942352294922,S012,109.2831357,23.054464,283.31507873535156,3071.276,358.1782531738281,408.1782531738281,188.67825317382812,128.3782531738281,3.0,0.609593,370.184,1313.809,1683.993
均衡,T04,3,S012,109.2831357,23.054464,283.31507873535156,O01,109.2308517,23.0085095,128.7255401611328,7390.492,363.3009948730469,413.3009948730469,133.50099487304686,285.6009948730469,0.0,1.365657,774.615,1863.993,2638.608
均衡,T05,1,O01,109.2308517,23.0085095,128.7255401611328,S006,109.1997836,23.007714,305.1272277832031,3186.208,316.09783935546875,366.09783935546875,238.39783935546876,51.29783935546874,59.0,1.604045,333.422,480.0,813.422
均衡,T05,2,S006,109.1997836,23.007714,305.1272277832031,O01,109.2308517,23.0085095,128.7255401611328,3186.208,316.09783935546875,366.09783935546875,51.29783935546874,238.39783935546876,0.0,0.993943,352.132,1209.422,1561.554
均衡,T06,1,O01,109.2308517,23.0085095,128.7255401611328,S014,109.2835966,23.0052097,350.9825134277344,5419.602,541.9473876953125,591.9473876953125,464.2473876953125,240.9473876953125,25.0,1.306885,612.435,1900.472,2512.907
均衡,T06,2,S014,109.2835966,23.0052097,350.9825134277344,O01,109.2308517,23.0085095,128.7255401611328,5419.602,541.9473876953125,591.9473876953125,240.9473876953125,464.2473876953125,0.0,0.833504,627.322,2752.907,3380.229
均衡,T07,1,O01,109.2308517,23.0085095,128.7255401611328,S008,109.2127472,23.0795113,278.2891845703125,8079.033,322.9093322753906,372.9093322753906,245.20933227539064,102.00933227539065,25.0,1.795974,661.142,1945.38,2606.522
均衡,T07,2,S008,109.2127472,23.0795113,278.2891845703125,O01,109.2308517,23.0085095,128.7255401611328,8079.033,322.9093322753906,372.9093322753906,102.00933227539065,245.20933227539064,0.0,1.179243,670.689,2846.522,3517.211
均衡,T08,1,O01,109.2308517,23.0085095,128.7255401611328,S001,109.2432319,23.0335927,183.96136474609375,3053.979,223.05661010742188,273.0566101074219,145.3566101074219,89.05661010742188,78.0,2.032523,306.27,540.0,846.27
均衡,T08,2,S001,109.2432319,23.0335927,183.96136474609375,O01,109.2308517,23.0085095,128.7255401611328,3053.979,223.05661010742188,273.0566101074219,89.05661010742188,145.3566101074219,0.0,0.963246,311.9,1314.27,1626.169
均衡,T09,1,O01,109.2308517,23.0085095,128.7255401611328,S015,109.1923786,23.0494548,466.229248046875,6009.383,521.7992553710938,571.7992553710938,444.09925537109376,97.29925537109375,25.0,1.425033,587.578,3770.229,4357.807
均衡,T09,2,S015,109.1923786,23.0494548,466.229248046875,O01,109.2308517,23.0085095,128.7255401611328,6009.383,521.7992553710938,571.7992553710938,97.29925537109375,444.09925537109376,0.0,0.88242,610.698,4597.807,5208.505
均衡,T10,1,O01,109.2308517,23.0085095,128.7255401611328,S001,109.2432319,23.0335927,183.96136474609375,3053.979,223.05661010742188,273.0566101074219,145.3566101074219,89.05661010742188,76.0,1.954336,306.27,2071.554,2377.823
均衡,T10,2,S001,109.2432319,23.0335927,183.96136474609375,O01,109.2308517,23.0085095,128.7255401611328,3053.979,223.05661010742188,273.0566101074219,89.05661010742188,145.3566101074219,0.0,0.963246,311.9,2809.823,3121.723
均衡,T11,1,O01,109.2308517,23.0085095,128.7255401611328,S008,109.2127472,23.0795113,278.2891845703125,8079.033,322.9093322753906,372.9093322753906,245.20933227539064,102.00933227539065,20.0,1.584199,661.142,3877.211,4538.353
均衡,T11,2,S008,109.2127472,23.0795113,278.2891845703125,O01,109.2308517,23.0085095,128.7255401611328,8079.033,322.9093322753906,372.9093322753906,102.00933227539065,245.20933227539064,0.0,1.179243,670.689,4748.353,5419.042
均衡,T12,1,O01,109.2308517,23.0085095,128.7255401611328,S012,109.2831357,23.054464,283.31507873535156,7390.492,363.3009948730469,413.3009948730469,285.6009948730469,133.50099487304686,22.0,1.6928,764.475,360.0,1124.475
均衡,T12,2,S012,109.2831357,23.054464,283.31507873535156,O01,109.2308517,23.0085095,128.7255401611328,7390.492,363.3009948730469,413.3009948730469,133.50099487304686,285.6009948730469,0.0,1.365657,774.615,1334.475,2109.09
均衡,T13,1,O01,109.2308517,23.0085095,128.7255401611328,S003,109.1688578,23.0402714,338.51068115234375,7263.179,511.80413818359375,561.8041381835938,434.10413818359376,223.30413818359375,22.0,1.71706,839.288,360.0,1199.288
均衡,T13,2,S003,109.1688578,23.0402714,338.51068115234375,O01,109.2308517,23.0085095,128.7255401611328,7263.179,511.80413818359375,561.8041381835938,223.30413818359375,434.10413818359376,0.0,1.366532,853.341,1409.288,2262.629
均衡,T14,1,O01,109.2308517,23.0085095,128.7255401611328,S002,109.2585519,23.0703271,218.7942352294922,7411.31,258.9542541503906,308.9542541503906,181.25425415039064,89.45425415039062,64.0,3.801587,611.316,2106.169,2717.485
均衡,T14,2,S002,109.2585519,23.0703271,218.7942352294922,O01,109.2308517,23.0085095,128.7255401611328,7411.31,258.9542541503906,308.9542541503906,89.45425415039062,181.25425415039064,0.0,2.304069,620.496,3113.485,3733.981
均衡,T15,1,O01,109.2308517,23.0085095,128.7255401611328,S007,109.1928191,23.0294186,344.2220458984375,4534.461,461.9731750488281,511.9731750488281,384.27317504882814,163.47317504882812,17.0,1.045831,571.352,2087.424,2658.776
均衡,T15,2,S007,109.1928191,23.0294186,344.2220458984375,O01,109.2308517,23.0085095,128.7255401611328,4534.461,461.9731750488281,511.9731750488281,163.47317504882812,384.27317504882814,0.0,0.859512,586.072,2868.776,3454.848
均衡,T16,1,O01,109.2308517,23.0085095,128.7255401611328,S005,109.2283003,23.0561338,199.03955078125,5280.607,276.410888671875,326.410888671875,198.710888671875,131.410888671875,59.0,2.562626,497.23,3601.723,4098.953
均衡,T16,2,S005,109.2283003,23.0561338,199.03955078125,O01,109.2308517,23.0085095,128.7255401611328,5280.607,276.410888671875,326.410888671875,131.410888671875,198.710888671875,0.0,1.659567,503.96,4494.953,4998.913
均衡,T17,1,O01,109.2308517,23.0085095,128.7255401611328,S009,109.2541424,23.0552989,219.4370880126953,5705.145,243.22891235351562,293.2289123535156,165.52891235351564,63.228912353515625,25.0,1.265658,460.811,5598.505,6059.316
均衡,T17,2,S009,109.2541424,23.0552989,219.4370880126953,O01,109.2308517,23.0085095,128.7255401611328,5705.145,243.22891235351562,293.2289123535156,63.228912353515625,165.52891235351564,0.0,0.830575,467.631,6299.316,6766.947
均衡,T18,1,O01,109.2308517,23.0085095,128.7255401611328,S011,109.2203356,23.0319231,208.04286193847656,2808.074,245.36175537109375,295.36175537109375,167.66175537109376,83.26175537109376,25.0,0.652315,276.397,5863.138,6139.535
均衡,T18,2,S011,109.2203356,23.0319231,208.04286193847656,O01,109.2308517,23.0085095,128.7255401611328,2808.074,245.36175537109375,295.36175537109375,83.26175537109376,167.66175537109376,0.0,0.421636,282.024,6379.535,6661.559
均衡,T19,1,O01,109.2308517,23.0085095,128.7255401611328,S007,109.1928191,23.0294186,344.2220458984375,4534.461,461.9731750488281,511.9731750488281,384.27317504882814,163.47317504882812,65.0,2.499893,537.743,4243.981,4781.725
均衡,T19,2,S007,109.1928191,23.0294186,344.2220458984375,S003,109.1688578,23.0402714,338.51068115234375,2734.262,360.6993408203125,410.6993408203125,62.1993408203125,72.1993408203125,59.0,1.307058,243.264,4997.725,5240.988
均衡,T19,3,S003,109.1688578,23.0402714,338.51068115234375,O01,109.2308517,23.0085095,128.7255401611328,7263.179,511.80413818359375,561.8041381835938,223.30413818359375,434.10413818359376,0.0,2.2939,790.586,5636.988,6427.574
均衡,T20,1,O01,109.2308517,23.0085095,128.7255401611328,S004,109.2381714,23.0778414,225.11575317382812,7714.696,348.2391662597656,398.2391662597656,270.53916625976564,169.9391662597656,59.0,3.734222,707.498,5478.913,6186.412
均衡,T20,2,S004,109.2381714,23.0778414,225.11575317382812,O01,109.2308517,23.0085095,128.7255401611328,7714.696,348.2391662597656,398.2391662597656,169.9391662597656,270.53916625976564,0.0,2.418711,717.558,6582.412,7299.97
能耗优先,T01,1,O01,109.2308517,23.0085095,128.7255401611328,S001,109.2432319,23.0335927,183.96136474609375,3053.979,223.05661010742188,273.0566101074219,145.3566101074219,89.05661010742188,76.0,1.954336,306.27,540.0,846.27
能耗优先,T01,2,S001,109.2432319,23.0335927,183.96136474609375,O01,109.2308517,23.0085095,128.7255401611328,3053.979,223.05661010742188,273.0566101074219,89.05661010742188,145.3566101074219,0.0,0.963246,311.9,1314.27,1626.169
能耗优先,T02,1,O01,109.2308517,23.0085095,128.7255401611328,S014,109.2835966,23.0052097,350.9825134277344,5419.602,541.9473876953125,591.9473876953125,464.2473876953125,240.9473876953125,25.0,1.306885,612.435,390.0,1002.435
能耗优先,T02,2,S014,109.2835966,23.0052097,350.9825134277344,O01,109.2308517,23.0085095,128.7255401611328,5419.602,541.9473876953125,591.9473876953125,240.9473876953125,464.2473876953125,0.0,0.833504,627.322,1242.435,1869.756
能耗优先,T03,1,O01,109.2308517,23.0085095,128.7255401611328,S010,109.2760168,23.0194009,351.5816650390625,4784.495,385.63653564453125,435.63653564453125,307.93653564453126,84.03653564453123,25.0,1.119023,455.226,390.0,845.226
能耗优先,T03,2,S010,109.2760168,23.0194009,351.5816650390625,O01,109.2308517,23.0085095,128.7255401611328,4784.495,385.63653564453125,435.63653564453125,84.03653564453123,307.93653564453126,0.0,0.704173,470.153,1085.226,1555.38
能耗优先,T04,1,O01,109.2308517,23.0085095,128.7255401611328,S013,109.2713839,23.0310882,351.70806884765625,4849.242,349.18182373046875,399.18182373046875,271.48182373046876,47.48182373046876,25.0,1.12033,432.769,1945.38,2378.149
能耗优先,T04,2,S013,109.2713839,23.0310882,351.70806884765625,O01,109.2308517,23.0085095,128.7255401611328,4849.242,349.18182373046875,399.18182373046875,47.48182373046876,271.48182373046876,0.0,0.70443,447.703,2618.149,3065.852
能耗优先,T05,1,O01,109.2308517,23.0085095,128.7255401611328,S001,109.2432319,23.0335927,183.96136474609375,3053.979,223.05661010742188,273.0566101074219,145.3566101074219,89.05661010742188,78.0,2.032523,306.27,510.0,816.27
能耗优先,T05,2,S001,109.2432319,23.0335927,183.96136474609375,O01,109.2308517,23.0085095,128.7255401611328,3053.979,223.05661010742188,273.0566101074219,89.05661010742188,145.3566101074219,0.0,0.963246,311.9,1248.27,1560.169
能耗优先,T06,1,O01,109.2308517,23.0085095,128.7255401611328,S012,109.2831357,23.054464,283.31507873535156,7390.492,363.3009948730469,413.3009948730469,285.6009948730469,133.50099487304686,25.0,1.663788,641.3,2259.756,2901.057
能耗优先,T06,2,S012,109.2831357,23.054464,283.31507873535156,O01,109.2308517,23.0085095,128.7255401611328,7390.492,363.3009948730469,413.3009948730469,133.50099487304686,285.6009948730469,0.0,1.088627,651.44,3141.057,3792.497
能耗优先,T07,1,O01,109.2308517,23.0085095,128.7255401611328,S009,109.2541424,23.0552989,219.4370880126953,5705.145,243.22891235351562,293.2289123535156,165.52891235351564,63.228912353515625,19.0,1.092203,460.811,3455.852,3916.663
能耗优先,T07,2,S009,109.2541424,23.0552989,219.4370880126953,S002,109.2585519,23.0703271,218.7942352294922,1724.547,278.2866516113281,328.2866516113281,98.28665161132812,108.78665161132812,16.0,0.325859,191.247,4096.663,4287.909
能耗优先,T07,3,S002,109.2585519,23.0703271,218.7942352294922,O01,109.2308517,23.0085095,128.7255401611328,7411.31,258.9542541503906,308.9542541503906,89.45425415039062,181.25425415039064,0.0,1.080765,596.407,4497.909,5094.317
能耗优先,T08,1,O01,109.2308517,23.0085095,128.7255401611328,S015,109.1923786,23.0494548,466.229248046875,6009.383,521.7992553710938,571.7992553710938,444.09925537109376,97.29925537109375,25.0,1.425033,587.578,4182.497,4770.075
能耗优先,T08,2,S015,109.1923786,23.0494548,466.229248046875,O01,109.2308517,23.0085095,128.7255401611328,6009.383,521.7992553710938,571.7992553710938,97.29925537109375,444.09925537109376,0.0,0.88242,610.698,5010.075,5620.773
能耗优先,T09,1,O01,109.2308517,23.0085095,128.7255401611328,S007,109.1928191,23.0294186,344.2220458984375,4534.461,461.9731750488281,511.9731750488281,384.27317504882814,163.47317504882812,17.0,1.045831,571.352,360.0,931.352
能耗优先,T09,2,S007,109.1928191,23.0294186,344.2220458984375,O01,109.2308517,23.0085095,128.7255401611328,4534.461,461.9731750488281,511.9731750488281,163.47317504882812,384.27317504882814,0.0,0.859512,586.072,1141.352,1727.424
能耗优先,T10,1,O01,109.2308517,23.0085095,128.7255401611328,S002,109.2585519,23.0703271,218.7942352294922,7411.31,258.9542541503906,308.9542541503906,181.25425415039064,89.45425415039062,65.0,3.857802,611.316,2040.169,2651.485
能耗优先,T10,2,S002,109.2585519,23.0703271,218.7942352294922,O01,109.2308517,23.0085095,128.7255401611328,7411.31,258.9542541503906,308.9542541503906,89.45425415039062,181.25425415039064,0.0,2.304069,620.496,3047.485,3667.981
能耗优先,T11,1,O01,109.2308517,23.0085095,128.7255401611328,S006,109.1997836,23.007714,305.1272277832031,3186.208,316.09783935546875,366.09783935546875,238.39783935546876,51.29783935546874,59.0,1.604045,333.422,2106.169,2439.591
能耗优先,T11,2,S006,109.1997836,23.007714,305.1272277832031,O01,109.2308517,23.0085095,128.7255401611328,3186.208,316.09783935546875,366.09783935546875,51.29783935546874,238.39783935546876,0.0,0.993943,352.132,2835.591,3187.723
能耗优先,T12,1,O01,109.2308517,23.0085095,128.7255401611328,S004,109.2381714,23.0778414,225.11575317382812,7714.696,348.2391662597656,398.2391662597656,270.53916625976564,169.9391662597656,59.0,3.734222,707.498,3684.857,4392.355
能耗优先,T12,2,S004,109.2381714,23.0778414,225.11575317382812,O01,109.2308517,23.0085095,128.7255401611328,7714.696,348.2391662597656,398.2391662597656,169.9391662597656,270.53916625976564,0.0,2.418711,717.558,4788.355,5505.913
