货箱编号,架次编号,服务区编号,交付完成时刻_s,物资类型,期望送达时间_s,硬截止时间_s,加权延误
S010-WAT-01,T09,S010,2595.698775,饮用水,3600.0,3600.0,0.0
S011-FOD-01,T13,S011,5530.690527,应急食品,14400.0,,0.0
S011-MED-01,T13,S011,5530.690527,医疗物资,10800.0,10800.0,0.0
S011-WAT-01,T13,S011,5530.690527,饮用水,10800.0,10800.0,0.0
S012-FOD-01,T17,S012,1334.475037,应急食品,7200.0,,0.0
S012-MED-01,T14,S012,1897.096018,医疗物资,7200.0,3600.0,0.0
S012-WAT-01,T17,S012,1334.475037,饮用水,3600.0,3600.0,0.0
S013-FOD-01,T07,S013,1062.769496,应急食品,7200.0,,0.0
S013-MED-01,T07,S013,1062.769496,医疗物资,3600.0,3600.0,0.0
S013-WAT-01,T07,S013,1062.769496,饮用水,3600.0,3600.0,0.0
S014-FOD-01,T08,S014,1242.434875,应急食品,7200.0,,0.0
S014-MED-01,T08,S014,1242.434875,医疗物资,7200.0,3600.0,0.0
S014-WAT-01,T08,S014,1242.434875,饮用水,3600.0,3600.0,0.0
S015-FOD-01,T12,S015,4989.166171,应急食品,14400.0,,0.0
S015-MED-01,T12,S015,4989.166171,医疗物资,7200.0,7200.0,0.0
S015-WAT-01,T12,S015,4989.166171,饮用水,10800.0,10800.0,0.0
