方案,架次编号,航段序号,起点,起点经度_度,起点纬度_度,起点作业海拔_m,终点,终点经度_度,终点纬度_度,终点作业海拔_m,水平距离_m,航段DEM最高海拔_m,计划巡航海拔_m,起点爬升_m,终点下降_m,航段载重_kg,航段能耗_kWh,航段飞行时间_s,起飞时刻_s,到达时刻_s
均衡,T14,2,S002,109.2585519,23.0703271,218.7942352294922,O01,109.2308517,23.0085095,128.7255401611328,7411.31,258.9542541503906,308.9542541503906,89.45425415039062,181.25425415039064,0.0,2.304069,620.496,3113.485,3733.981
均衡,T15,1,O01,109.2308517,23.0085095,128.7255401611328,S007,109.1928191,23.0294186,344.2220458984375,4534.461,461.9731750488281,511.9731750488281,384.27317504882814,163.47317504882812,17.0,1.045831,571.352,2087.424,2658.776
均衡,T15,2,S007,109.1928191,23.0294186,344.2220458984375,O01,109.2308517,23.0085095,128.7255401611328,4534.461,461.9731750488281,511.9731750488281,163.47317504882812,384.27317504882814,0.0,0.859512,586.072,2868.776,3454.848
均衡,T16,1,O01,109.2308517,23.0085095,128.7255401611328,S005,109.2283003,23.0561338,199.03955078125,5280.607,276.410888671875,326.410888671875,198.710888671875,131.410888671875,59.0,2.562626,497.23,3601.723,4098.953
均衡,T16,2,S005,109.2283003,23.0561338,199.03955078125,O01,109.2308517,23.0085095,128.7255401611328,5280.607,276.410888671875,326.410888671875,131.410888671875,198.710888671875,0.0,1.659567,503.96,4494.953,4998.913
均衡,T17,1,O01,109.2308517,23.0085095,128.7255401611328,S009,109.2541424,23.0552989,219.4370880126953,5705.145,243.22891235351562,293.2289123535156,165.52891235351564,63.228912353515625,25.0,1.265658,460.811,5598.505,6059.316
均衡,T17,2,S009,109.2541424,23.0552989,219.4370880126953,O01,109.2308517,23.0085095,128.7255401611328,5705.145,243.22891235351562,293.2289123535156,63.228912353515625,165.52891235351564,0.0,0.830575,467.631,6299.316,6766.947
均衡,T18,1,O01,109.2308517,23.0085095,128.7255401611328,S011,109.2203356,23.0319231,208.04286193847656,2808.074,245.36175537109375,295.36175537109375,167.66175537109376,83.26175537109376,25.0,0.652315,276.397,5863.138,6139.535
均衡,T18,2,S011,109.2203356,23.0319231,208.04286193847656,O01,109.2308517,23.0085095,128.7255401611328,2808.074,245.36175537109375,295.36175537109375,83.26175537109376,167.66175537109376,0.0,0.421636,282.024,6379.535,6661.559
均衡,T19,1,O01,109.2308517,23.0085095,128.7255401611328,S007,109.1928191,23.0294186,344.2220458984375,4534.461,461.9731750488281,511.9731750488281,384.27317504882814,163.47317504882812,65.0,2.499893,537.743,4243.981,4781.725
均衡,T19,2,S007,109.1928191,23.0294186,344.2220458984375,S003,109.1688578,23.0402714,338.51068115234375,2734.262,360.6993408203125,410.6993408203125,62.1993408203125,72.1993408203125,59.0,1.307058,243.264,4997.725,5240.988
均衡,T19,3,S003,109.1688578,23.0402714,338.51068115234375,O01,109.2308517,23.0085095,128.7255401611328,7263.179,511.80413818359375,561.8041381835938,223.30413818359375,434.10413818359376,0.0,2.2939,790.586,5636.988,6427.574
均衡,T20,1,O01,109.2308517,23.0085095,128.7255401611328,S004,109.2381714,23.0778414,225.11575317382812,7714.696,348.2391662597656,398.2391662597656,270.53916625976564,169.9391662597656,59.0,3.734222,707.498,5478.913,6186.412
均衡,T20,2,S004,109.2381714,23.0778414,225.11575317382812,O01,109.2308517,23.0085095,128.7255401611328,7714.696,348.2391662597656,398.2391662597656,169.9391662597656,270.53916625976564,0.0,2.418711,717.558,6582.412,7299.97
