货箱编号,架次编号,服务区编号,交付完成时刻_s,物资类型,期望送达时间_s,硬截止时间_s,加权延误
S010-FOD-01,T08,S010,1085.22645,应急食品,7200.0,,0.0
S010-MED-01,T08,S010,1085.22645,医疗物资,3600.0,3600.0,0.0
S010-WAT-01,T08,S010,1085.22645,饮用水,3600.0,3600.0,0.0
S011-FOD-01,T12,S011,4791.881991,应急食品,14400.0,,0.0
S011-MED-01,T12,S011,4791.881991,医疗物资,10800.0,10800.0,0.0
S011-WAT-01,T12,S011,4791.881991,饮用水,10800.0,10800.0,0.0
S012-FOD-01,T09,S012,2826.679741,应急食品,7200.0,,0.0
S012-MED-01,T09,S012,2826.679741,医疗物资,7200.0,3600.0,0.0
S012-WAT-01,T09,S012,2826.679741,饮用水,3600.0,3600.0,0.0
S013-FOD-01,T10,S013,2932.525912,应急食品,7200.0,,0.0
S013-MED-01,T10,S013,2932.525912,医疗物资,3600.0,3600.0,0.0
S013-WAT-01,T10,S013,2932.525912,饮用水,3600.0,3600.0,0.0
S014-FOD-01,T03,S014,1242.434875,应急食品,7200.0,,0.0
S014-MED-01,T03,S014,1242.434875,医疗物资,7200.0,3600.0,0.0
S014-WAT-01,T03,S014,1242.434875,饮用水,3600.0,3600.0,0.0
S015-FOD-01,T17,S015,6452.392535,应急食品,14400.0,,0.0
S015-MED-01,T17,S015,6452.392535,医疗物资,7200.0,7200.0,0.0
S015-WAT-01,T17,S015,6452.392535,饮用水,10800.0,10800.0,0.0
