货箱编号,架次编号,服务区编号,交付完成时刻_s,物资类型,期望送达时间_s,硬截止时间_s,加权延误
S008-HYG-01,T12,S008,5022.542438,生活卫生用品,14400.0,,0.0
S008-MED-01,T11,S008,4769.262301,医疗物资,7200.0,7200.0,0.0
S008-WAT-01,T11,S008,4769.262301,饮用水,7200.0,7200.0,0.0
S008-WAT-02,T12,S008,5022.542438,饮用水,7200.0,,0.0
S009-FOD-01,T21,S009,4726.576042,应急食品,14400.0,,0.0
S009-MED-01,T20,S009,4696.997425,医疗物资,10800.0,10800.0,0.0
S009-WAT-01,T21,S009,4726.576042,饮用水,10800.0,10800.0,0.0
S010-FOD-01,T10,S010,3007.9668,应急食品,7200.0,,0.0
S010-MED-01,T10,S010,3007.9668,医疗物资,3600.0,3600.0,0.0
S010-WAT-01,T10,S010,3007.9668,饮用水,3600.0,3600.0,0.0
S011-FOD-01,T22,S011,4830.68509,应急食品,14400.0,,0.0
S011-MED-01,T18,S011,3436.000426,医疗物资,10800.0,10800.0,0.0
S011-WAT-01,T22,S011,4830.68509,饮用水,10800.0,10800.0,0.0
S012-FOD-01,T07,S012,1271.300175,应急食品,7200.0,,0.0
S012-MED-01,T07,S012,1271.300175,医疗物资,7200.0,3600.0,0.0
S012-WAT-01,T07,S012,1271.300175,饮用水,3600.0,3600.0,0.0
S013-FOD-01,T13,S013,1083.590202,应急食品,7200.0,,0.0
S013-MED-01,T15,S013,1934.927636,医疗物资,3600.0,3600.0,0.0
S013-WAT-01,T13,S013,1083.590202,饮用水,3600.0,3600.0,0.0
S014-FOD-01,T08,S014,1242.434875,应急食品,7200.0,,0.0
S014-MED-01,T08,S014,1242.434875,医疗物资,7200.0,3600.0,0.0
S014-WAT-01,T08,S014,1242.434875,饮用水,3600.0,3600.0,0.0
S015-FOD-01,T17,S015,2869.848439,应急食品,14400.0,,0.0
S015-MED-01,T19,S015,4589.720194,医疗物资,7200.0,7200.0,0.0
S015-WAT-01,T17,S015,2869.848439,饮用水,10800.0,10800.0,0.0
