货箱编号,架次编号,服务区编号,交付完成时刻_s,物资类型,期望送达时间_s,硬截止时间_s,优先系数,加权延误
S010-WAT-01,T06,S010,2234.326656853285,饮用水,3600.0,3600.0,12.0,0.0
S011-FOD-01,T23,S011,6212.1530969752785,应急食品,14400.0,,6.0,0.0
S011-MED-01,T11,S011,893.1981399933342,医疗物资,10800.0,10800.0,16.0,0.0
S011-WAT-01,T23,S011,6212.1530969752785,饮用水,10800.0,10800.0,8.0,0.0
S012-FOD-01,T02,S012,1334.4750368016162,应急食品,7200.0,,10.0,0.0
S012-MED-01,T01,S012,1863.9926705196565,医疗物资,7200.0,3600.0,22.0,0.0
S012-WAT-01,T02,S012,1334.4750368016162,饮用水,3600.0,3600.0,12.0,0.0
S013-FOD-01,T09,S013,2932.525912208839,应急食品,7200.0,,10.0,0.0
S013-MED-01,T09,S013,2932.525912208839,医疗物资,3600.0,3600.0,24.0,0.0
S013-WAT-01,T09,S013,2932.525912208839,饮用水,3600.0,3600.0,12.0,0.0
S014-FOD-01,T05,S014,1242.4348748361756,应急食品,7200.0,,10.0,0.0
S014-MED-01,T05,S014,1242.4348748361756,医疗物资,7200.0,3600.0,22.0,0.0
S014-WAT-01,T05,S014,1242.4348748361756,饮用水,3600.0,3600.0,12.0,0.0
S015-FOD-01,T17,S015,4633.53895348781,应急食品,14400.0,,6.0,0.0
S015-MED-01,T14,S015,3929.87886344484,医疗物资,7200.0,7200.0,18.0,0.0
S015-WAT-01,T17,S015,4633.53895348781,饮用水,10800.0,10800.0,8.0,0.0
