起点,终点,水平距离（m）,起点作业海拔（m）,终点作业海拔（m）,航段DEM最高海拔（m）,计划巡航海拔（m）,起点爬升（m）,终点下降（m）,经过DEM像元段数
S001,S015,5500.079173181574,184.0,474.5,547.315185546875,597.315185546875,413.315185546875,122.815185546875,241
S002,O01,7411.310455014301,219.5,127.7,258.9542541503906,308.9542541503906,89.45425415039062,181.25425415039064,323
S002,S001,4360.597539112065,219.5,184.0,259.2448425292969,309.2448425292969,89.74484252929688,125.24484252929688,188
S002,S003,9776.007014761724,219.5,338.5,571.1314086914062,621.1314086914062,401.63140869140625,282.63140869140625,432
S002,S004,2248.017698069734,219.5,228.3,283.658203125,333.658203125,114.158203125,105.35820312499999,102
S002,S005,3475.7469839284313,219.5,195.0,356.79864501953125,406.79864501953125,187.29864501953125,211.79864501953125,161
S002,S006,9184.869514839082,219.5,314.8,344.2987060546875,394.2987060546875,174.7987060546875,79.49870605468749,438
S002,S007,8118.281841029163,219.5,348.5,424.7281799316406,474.7281799316406,255.22817993164062,126.22817993164062,385
S002,S008,4802.361652782034,219.5,270.9,331.8424987792969,381.8424987792969,162.34249877929688,110.9424987792969,199
S002,S009,1724.5471958565377,219.5,230.0,278.2866516113281,328.2866516113281,108.78665161132812,98.28665161132812,71
S002,S010,5917.0361660262215,219.5,351.6,441.85394287109375,491.85394287109375,272.35394287109375,140.25394287109373,247
S002,S011,5781.673943617463,219.5,212.1,311.78533935546875,361.78533935546875,142.28533935546875,149.68533935546876,277
S002,S012,3071.275526768359,219.5,279.8,358.1782531738281,408.1782531738281,188.67825317382812,128.3782531738281,146
S002,S013,4540.132863369862,219.5,351.7,327.2103271484375,377.2103271484375,157.7103271484375,25.51032714843751,188
S002,S014,7654.630751090074,219.5,351.0,457.5832214355469,507.5832214355469,288.0832214355469,156.58322143554688,325
S002,S015,7164.390108200866,219.5,474.5,593.7526245117188,643.7526245117188,424.25262451171875,169.25262451171875,314
S003,O01,7263.17925621828,338.5,127.7,511.80413818359375,561.8041381835938,223.30413818359375,434.10413818359376,338
S003,S001,7658.743084525759,338.5,184.0,505.94439697265625,555.9443969726562,217.44439697265625,371.94439697265625,293
S003,S002,9776.007014761844,338.5,219.5,571.1314086914062,621.1314086914062,282.63140869140625,401.63140869140625,432
S003,S004,8231.978294878476,338.5,228.3,674.2682495117188,724.2682495117188,385.76824951171875,495.96824951171874,385
S003,S005,6340.247461056449,338.5,195.0,533.8880615234375,583.8880615234375,245.3880615234375,388.8880615234375,272
S003,S006,4800.944759114933,338.5,314.8,612.3626708984375,662.3626708984375,323.8626708984375,347.5626708984375,229
S003,S007,2734.2616226668533,338.5,348.5,360.6993408203125,410.6993408203125,72.1993408203125,62.1993408203125,126
S003,S008,6254.068544403217,338.5,270.9,746.0787353515625,796.0787353515625,457.5787353515625,525.1787353515625,300
S003,S009,8897.537411406573,338.5,230.0,544.588134765625,594.588134765625,256.088134765625,364.588134765625,362
S003,S010,11224.341531944578,338.5,351.6,466.96417236328125,516.9641723632812,178.46417236328125,165.36417236328123,462
S003,S011,5356.618097922547,338.5,212.1,485.42230224609375,535.4223022460938,196.92230224609375,323.3223022460937,216
S003,S012,11816.962386173349,338.5,279.8,544.5889282226562,594.5889282226562,256.08892822265625,314.78892822265624,463
S003,S013,10557.567201531303,338.5,351.7,505.94439697265625,555.9443969726562,217.44439697265625,204.24439697265626,403
S003,S014,12385.71457915316,338.5,351.0,542.7295532226562,592.7295532226562,254.22955322265625,241.72955322265625,540
S003,S015,2616.366900757213,338.5,474.5,437.89886474609375,487.89886474609375,149.39886474609375,13.39886474609375,119
S004,O01,7714.696449109155,228.3,127.7,348.2391662597656,398.2391662597656,169.9391662597656,270.53916625976564,276
S004,S001,4927.678447004847,228.3,184.0,358.7777404785156,408.7777404785156,180.4777404785156,224.77774047851562,179
S004,S002,2248.0176980698543,228.3,219.5,283.658203125,333.658203125,105.35820312499999,114.158203125,102
S004,S003,8231.978294878532,228.3,338.5,674.2682495117188,724.2682495117188,495.96824951171874,385.76824951171875,385
S004,S005,2608.141553439506,228.3,195.0,315.80657958984375,365.80657958984375,137.50657958984374,170.80657958984375,114
S004,S006,8705.954300487208,228.3,314.8,375.2806396484375,425.2806396484375,196.9806396484375,110.48063964843749,391
S004,S007,7096.418610611509,228.3,348.5,543.2369995117188,593.2369995117188,364.93699951171874,244.73699951171875,338
S004,S008,2611.596347879575,228.3,270.9,336.83349609375,386.83349609375,158.53349609375,115.93349609375002,98
S004,S009,2985.089052564759,228.3,230.0,275.2157897949219,325.2157897949219,96.91578979492186,95.21578979492188,140
S004,S010,7545.204777142523,228.3,351.6,432.957275390625,482.957275390625,254.657275390625,131.35727539062498,348
S004,S011,5403.73454804531,228.3,212.1,311.138916015625,361.138916015625,132.838916015625,149.038916015625,230
S004,S012,5285.127317378984,228.3,279.8,312.0069580078125,362.0069580078125,133.7069580078125,82.20695800781249,247
S004,S013,6196.225149071864,228.3,351.7,322.2989807128906,372.2989807128906,143.9989807128906,20.598980712890636,289
S004,S014,9293.77982219463,228.3,351.0,505.3861083984375,555.3861083984375,327.0861083984375,204.3861083984375,426
S004,S015,5648.28004448565,228.3,474.5,641.2510375976562,691.2510375976562,462.95103759765624,216.75103759765625,267
S005,O01,5280.606936870007,195.0,127.7,276.410888671875,326.410888671875,131.410888671875,198.710888671875,181
S005,S001,2928.0402723369207,195.0,184.0,266.13800048828125,316.13800048828125,121.13800048828125,132.13800048828125,136
S005,S002,3475.746983928486,195.0,219.5,356.79864501953125,406.79864501953125,211.79864501953125,187.29864501953125,161
S005,S003,6340.247461056325,195.0,338.5,533.8880615234375,583.8880615234375,388.8880615234375,245.3880615234375,272
S005,S004,2608.1415534392995,195.0,228.3,315.80657958984375,365.80657958984375,170.80657958984375,137.50657958984374,114
S005,S006,6107.117973286096,195.0,314.8,366.7322998046875,416.7322998046875,221.7322998046875,101.93229980468749,278
S005,S007,4687.969221798363,195.0,348.5,467.1478271484375,517.1478271484375,322.1478271484375,168.6478271484375,225
S005,S008,3040.1704359917744,195.0,270.9,316.78717041015625,366.78717041015625,171.78717041015625,95.88717041015627,141
S005,S009,2649.92253663668,195.0,230.0,313.5632019042969,363.5632019042969,168.56320190429688,133.56320190429688,97
S005,S010,6361.357075407398,195.0,351.6,416.15325927734375,466.15325927734375,271.15325927734375,114.55325927734373,305
S005,S011,2802.7128052887397,195.0,212.1,297.5489196777344,347.5489196777344,152.54891967773438,135.44891967773438,117
S005,S012,5622.613282416583,195.0,279.8,313.5632019042969,363.5632019042969,168.56320190429688,83.76320190429686,204
S005,S013,5214.490976540325,195.0,351.7,324.4444580078125,374.4444580078125,179.4444580078125,22.74445800781251,246
S005,S014,7995.561184514103,195.0,351.0,552.8875122070312,602.8875122070312,407.88751220703125,251.88751220703125,383
S005,S015,3754.9221759876696,195.0,474.5,568.6133422851562,618.6133422851562,423.61334228515625,144.11334228515625,154
S006,O01,3186.2081782253736,314.8,127.7,316.09783935546875,366.09783935546875,51.29783935546874,238.39783935546876,116
S006,S001,5296.167856567754,314.8,184.0,343.9356384277344,393.9356384277344,79.13563842773436,209.93563842773438,251
S006,S002,9184.869514839025,314.8,219.5,344.2987060546875,394.2987060546875,79.49870605468749,174.7987060546875,438
S006,S003,4800.944759115115,314.8,338.5,612.3626708984375,662.3626708984375,347.5626708984375,323.8626708984375,229
S006,S004,8705.954300487381,314.8,228.3,375.2806396484375,425.2806396484375,110.48063964843749,196.9806396484375,391
S006,S005,6107.1179732859355,314.8,195.0,366.7322998046875,416.7322998046875,101.93229980468749,221.7322998046875,278
S006,S007,2507.4417507571184,314.8,348.5,540.361328125,590.361328125,275.561328125,241.861328125,104
S006,S008,8061.407230340944,314.8,270.9,517.8421020507812,567.8421020507812,253.04210205078124,296.9421020507813,306
S006,S009,7669.0502731810675,314.8,230.0,341.0712890625,391.0712890625,76.27128906249999,161.0712890625,368
S006,S010,7921.289380784222,314.8,351.6,383.2227783203125,433.2227783203125,118.42277832031249,81.62277832031248,318
S006,S011,3409.72133273405,314.8,212.1,350.46759033203125,400.46759033203125,85.66759033203124,188.36759033203126,162
S006,S012,9989.796041443065,314.8,279.8,385.3490295410156,435.3490295410156,120.54902954101561,155.5490295410156,469
S006,S013,7782.6915085639075,314.8,351.7,344.1709289550781,394.1709289550781,79.37092895507811,42.470928955078136,343
S006,S014,8596.786771292745,314.8,351.0,556.662109375,606.662109375,291.862109375,255.662109375,312
S006,S015,4684.460846060012,314.8,474.5,601.2601318359375,651.2601318359375,336.4601318359375,176.7601318359375,177
S007,O01,4534.460566610681,348.5,127.7,461.9731750488281,511.9731750488281,163.47317504882812,384.27317504882814,213
S007,S001,5187.883229498873,348.5,184.0,389.17535400390625,439.17535400390625,90.67535400390625,255.17535400390625,198
S007,S002,8118.281841029053,348.5,219.5,424.7281799316406,474.7281799316406,126.22817993164062,255.22817993164062,385
S007,S003,2734.2616226669306,348.5,338.5,360.6993408203125,410.6993408203125,62.1993408203125,72.1993408203125,126
S007,S004,7096.418610611321,348.5,228.3,543.2369995117188,593.2369995117188,244.73699951171875,364.93699951171874,338
S007,S005,4687.969221798231,348.5,195.0,467.1478271484375,517.1478271484375,168.6478271484375,322.1478271484375,225
S007,S006,2507.4417507573253,348.5,314.8,540.361328125,590.361328125,241.861328125,275.561328125,104
S007,S008,5911.482676750847,348.5,270.9,606.739501953125,656.739501953125,308.239501953125,385.839501953125,253
S007,S009,6907.712076712297,348.5,230.0,418.3708190917969,468.3708190917969,119.87081909179688,238.37081909179688,315
S007,S010,8599.961836309334,348.5,351.6,386.94964599609375,436.94964599609375,88.44964599609375,85.34964599609373,337
S007,S011,2834.028476386586,348.5,212.1,389.17535400390625,439.17535400390625,90.67535400390625,227.07535400390626,109
S007,S012,9663.238043924477,348.5,279.8,407.66363525390625,457.66363525390625,109.16363525390625,177.86363525390624,416
S007,S013,8054.988669156578,348.5,351.7,382.5381164550781,432.5381164550781,84.03811645507812,80.83811645507814,290
S007,S014,9684.060958771428,348.5,351.0,530.8557739257812,580.8557739257812,232.35577392578125,229.85577392578125,415
S007,S015,2219.3594319120393,348.5,474.5,452.918212890625,502.918212890625,154.418212890625,28.418212890625,74
S008,O01,8079.033112393148,270.9,127.7,322.9093322753906,372.9093322753906,102.00933227539065,245.20933227539064,321
S008,S001,5968.208405020295,270.9,184.0,316.78717041015625,366.78717041015625,95.88717041015627,182.78717041015625,276
S008,S002,4802.361652781961,270.9,219.5,331.8424987792969,381.8424987792969,110.9424987792969,162.34249877929688,199
S008,S003,6254.068544403272,270.9,338.5,746.0787353515625,796.0787353515625,525.1787353515625,457.5787353515625,300
S008,S004,2611.59634787959,270.9,228.3,336.83349609375,386.83349609375,115.93349609375002,158.53349609375,98
S008,S005,3040.1704359920973,270.9,195.0,316.78717041015625,366.78717041015625,95.88717041015627,171.78717041015625,141
S008,S006,8061.4072303409075,270.9,314.8,517.8421020507812,567.8421020507812,296.9421020507813,253.04210205078124,306
S008,S007,5911.482676750711,270.9,348.5,606.739501953125,656.739501953125,385.839501953125,308.239501953125,253
S008,S009,5018.270497269911,270.9,230.0,338.620361328125,388.620361328125,117.72036132812502,158.620361328125,237
S008,S010,9292.964894164952,270.9,351.6,419.0903015136719,469.0903015136719,198.1903015136719,117.49030151367185,445
S008,S011,5327.212076069023,270.9,212.1,362.91650390625,412.91650390625,142.01650390625002,200.81650390625,199
S008,S012,7727.832256760532,270.9,279.8,309.1531982421875,359.1531982421875,88.25319824218752,79.35319824218749,344
S008,S013,8054.017465588381,270.9,351.7,336.37310791015625,386.37310791015625,115.47310791015627,34.67310791015626,386
S008,S014,10974.334853906275,270.9,351.0,542.4922485351562,592.4922485351562,321.5922485351563,241.49224853515625,523
S008,S015,3928.8940468369524,270.9,474.5,660.450927734375,710.450927734375,439.550927734375,235.950927734375,182
S009,O01,5705.144962213633,230.0,127.7,243.22891235351562,293.2289123535156,63.228912353515625,165.52891235351564,253
S009,S001,2651.1987738351127,230.0,184.0,243.22891235351562,293.2289123535156,63.228912353515625,109.22891235351562,118
S009,S002,1724.547195856525,230.0,219.5,278.2866516113281,328.2866516113281,98.28665161132812,108.78665161132812,71
S009,S003,8897.537411406574,230.0,338.5,544.588134765625,594.588134765625,364.588134765625,256.088134765625,362
S009,S004,2985.0890525645655,230.0,228.3,275.2157897949219,325.2157897949219,95.21578979492188,96.91578979492186,140
S009,S005,2649.9225366366695,230.0,195.0,313.5632019042969,363.5632019042969,133.56320190429688,168.56320190429688,97
S009,S006,7669.050273180961,230.0,314.8,341.0712890625,391.0712890625,161.0712890625,76.27128906249999,368
S009,S007,6907.712076712377,230.0,348.5,418.3708190917969,468.3708190917969,238.37081909179688,119.87081909179688,315
S009,S008,5018.270497270128,230.0,270.9,338.620361328125,388.620361328125,158.620361328125,117.72036132812502,237
S009,S010,4564.123978189752,230.0,351.6,432.957275390625,482.957275390625,252.957275390625,131.35727539062498,209
S009,S011,4325.12915907768,230.0,212.1,265.66766357421875,315.66766357421875,85.66766357421875,103.56766357421876,207
S009,S012,2972.70183141766,230.0,279.8,310.91961669921875,360.91961669921875,130.91961669921875,81.11961669921874,108
S009,S013,3211.1411619517094,230.0,351.7,322.2989807128906,372.2989807128906,142.29898071289062,20.598980712890636,150
S009,S014,6315.453707248145,230.0,351.0,502.7727966308594,552.7727966308594,322.7727966308594,201.77279663085938,287
S009,S015,6362.737185688961,230.0,474.5,532.3267822265625,582.3267822265625,352.3267822265625,107.8267822265625,244
S010,O01,4784.4948513763175,351.6,127.7,385.63653564453125,435.63653564453125,84.03653564453123,307.93653564453126,203
S010,S001,3709.894179942255,351.6,184.0,381.0796813964844,431.0796813964844,79.47968139648435,247.07968139648438,170
S010,S002,5917.036166026068,351.6,219.5,441.85394287109375,491.85394287109375,140.25394287109373,272.35394287109375,247
S010,S003,11224.34153194457,351.6,338.5,466.96417236328125,516.9641723632812,165.36417236328123,178.46417236328125,462
S010,S004,7545.204777142403,351.6,228.3,432.957275390625,482.957275390625,131.35727539062498,254.657275390625,348
S010,S005,6361.357075407224,351.6,195.0,416.15325927734375,466.15325927734375,114.55325927734373,271.15325927734375,305
S010,S006,7921.289380784238,351.6,314.8,383.2227783203125,433.2227783203125,81.62277832031248,118.42277832031249,318
S010,S007,8599.961836309338,351.6,348.5,386.94964599609375,436.94964599609375,85.34964599609373,88.44964599609375,337
S010,S008,9292.964894164994,351.6,270.9,419.0903015136719,469.0903015136719,117.49030151367185,198.1903015136719,445
S010,S009,4564.123978189868,351.6,230.0,432.957275390625,482.957275390625,131.35727539062498,252.957275390625,209
S010,S011,5873.554813149101,351.6,212.1,387.0433349609375,437.0433349609375,85.44333496093748,224.9433349609375,247
S010,S012,3951.0045221615164,351.6,279.8,423.1903076171875,473.1903076171875,121.59030761718748,193.3903076171875,152
S010,S013,1378.672569643426,351.6,351.7,454.07037353515625,504.07037353515625,152.47037353515623,152.37037353515626,60
S010,S014,1753.1912032483556,351.6,351.0,487.5635681152344,537.5635681152344,185.96356811523435,186.56356811523438,79
S010,S015,9196.058223016717,351.6,474.5,568.3262329101562,618.3262329101562,266.7262329101562,143.82623291015625,410
S011,O01,2808.074232654465,212.1,127.7,245.36175537109375,295.36175537109375,83.26175537109376,167.66175537109376,123
S011,S001,2354.0924592790216,212.1,184.0,226.38790893554688,276.3879089355469,64.28790893554688,92.38790893554688,90
S011,S002,5781.67394361728,212.1,219.5,311.78533935546875,361.78533935546875,149.68533935546876,142.28533935546875,277
S011,S003,5356.618097922571,212.1,338.5,485.42230224609375,535.4223022460938,323.3223022460937,196.92230224609375,216
S011,S004,5403.734548045124,212.1,228.3,311.138916015625,361.138916015625,149.038916015625,132.838916015625,230
S011,S005,2802.7128052890016,212.1,195.0,297.5489196777344,347.5489196777344,135.44891967773438,152.54891967773438,117
S011,S006,3409.721332733838,212.1,314.8,350.46759033203125,400.46759033203125,188.36759033203126,85.66759033203124,162
S011,S007,2834.028476386571,212.1,348.5,389.17535400390625,439.17535400390625,227.07535400390626,90.67535400390625,109
S011,S008,5327.212076068959,212.1,270.9,362.91650390625,412.91650390625,200.81650390625,142.01650390625002,199
S011,S009,4325.129159077919,212.1,230.0,265.66766357421875,315.66766357421875,103.56766357421876,85.66766357421875,207
S011,S010,5873.55481314906,212.1,351.6,387.0433349609375,437.0433349609375,224.9433349609375,85.44333496093748,247
S011,S012,6903.502943743026,212.1,279.8,370.4505615234375,420.4505615234375,208.3505615234375,140.6505615234375,308
S011,S013,5233.202579392749,212.1,351.7,328.3608093261719,378.3608093261719,166.26080932617188,26.660809326171886,188
S011,S014,7127.719086237013,212.1,351.0,568.5668334960938,618.5668334960938,406.4668334960937,267.56683349609375,325
S011,S015,3461.19686462728,212.1,474.5,538.7306518554688,588.7306518554688,376.6306518554687,114.23065185546875,164
S012,O01,7390.491686736344,279.8,127.7,363.3009948730469,413.3009948730469,133.50099487304686,285.6009948730469,354
S012,S001,4697.683538449064,279.8,184.0,385.599609375,435.599609375,155.799609375,251.599609375,219
S012,S002,3071.2755267684224,279.8,219.5,358.1782531738281,408.1782531738281,128.3782531738281,188.67825317382812,146
S012,S003,11816.962386173338,279.8,338.5,544.5889282226562,594.5889282226562,314.78892822265624,256.08892822265625,463
S012,S004,5285.12731737898,279.8,228.3,312.0069580078125,362.0069580078125,82.20695800781249,133.7069580078125,247
S012,S005,5622.613282416578,279.8,195.0,313.5632019042969,363.5632019042969,83.76320190429686,168.56320190429688,204
S012,S006,9989.796041443049,279.8,314.8,385.3490295410156,435.3490295410156,155.5490295410156,120.54902954101561,469
S012,S007,9663.238043924523,279.8,348.5,407.66363525390625,457.66363525390625,177.86363525390624,109.16363525390625,416
S012,S008,7727.832256760524,279.8,270.9,309.1531982421875,359.1531982421875,79.35319824218749,88.25319824218752,344
S012,S009,2972.7018314176594,279.8,230.0,310.91961669921875,360.91961669921875,81.11961669921874,130.91961669921875,108
S012,S010,3951.004522161399,279.8,351.6,423.1903076171875,473.1903076171875,193.3903076171875,121.59030761718748,152
S012,S011,6903.502943743008,279.8,212.1,370.4505615234375,420.4505615234375,140.6505615234375,208.3505615234375,308
S012,S013,2855.219884710655,279.8,351.7,386.5263671875,436.5263671875,156.7263671875,84.82636718750001,127
S012,S014,5454.843773738874,279.8,351.0,481.1858215332031,531.1858215332031,251.3858215332031,180.18582153320312,180
S012,S015,9317.611181686156,279.8,474.5,534.7462158203125,584.7462158203125,304.9462158203125,110.2462158203125,345
S013,O01,4849.242377012212,351.7,127.7,349.18182373046875,399.18182373046875,47.48182373046876,271.48182373046876,228
S013,S001,2898.8257526774873,351.7,184.0,328.3608093261719,378.3608093261719,26.660809326171886,194.36080932617188,111
S013,S002,4540.13286336993,351.7,219.5,327.2103271484375,377.2103271484375,25.51032714843751,157.7103271484375,188
S013,S003,10557.567201531292,351.7,338.5,505.94439697265625,555.9443969726562,204.24439697265626,217.44439697265625,403
S013,S004,6196.225149071823,351.7,228.3,322.2989807128906,372.2989807128906,20.598980712890636,143.9989807128906,289
S013,S005,5214.490976540356,351.7,195.0,324.4444580078125,374.4444580078125,22.74445800781251,179.4444580078125,246
S013,S006,7782.691508563864,351.7,314.8,344.1709289550781,394.1709289550781,42.470928955078136,79.37092895507811,343
S013,S007,8054.9886691565835,351.7,348.5,382.5381164550781,432.5381164550781,80.83811645507814,84.03811645507812,290
S013,S008,8054.017465588231,351.7,270.9,336.37310791015625,386.37310791015625,34.67310791015626,115.47310791015627,386
S013,S009,3211.1411619517603,351.7,230.0,322.2989807128906,372.2989807128906,20.598980712890636,142.29898071289062,150
S013,S010,1378.6725696436795,351.7,351.6,454.07037353515625,504.07037353515625,152.37037353515626,152.47037353515623,60
S013,S011,5233.202579392748,351.7,212.1,328.3608093261719,378.3608093261719,26.660809326171886,166.26080932617188,188
S013,S012,2855.219884710352,351.7,279.8,386.5263671875,436.5263671875,84.82636718750001,156.7263671875,127
S013,S014,3127.4004968486884,351.7,351.0,483.26031494140625,533.2603149414062,181.56031494140626,182.26031494140625,138
S013,S015,8348.973021556743,351.7,474.5,529.7706298828125,579.7706298828125,228.0706298828125,105.2706298828125,351
S014,O01,5419.601857894181,351.0,127.7,541.9473876953125,591.9473876953125,240.9473876953125,464.2473876953125,203
S014,S001,5196.211104318881,351.0,184.0,550.0504150390625,600.0504150390625,249.0504150390625,416.0504150390625,248
S014,S002,7654.630751090214,351.0,219.5,457.5832214355469,507.5832214355469,156.58322143554688,288.0832214355469,325
S014,S003,12385.71457915323,351.0,338.5,542.7295532226562,592.7295532226562,241.72955322265625,254.22955322265625,540
S014,S004,9293.77982219468,351.0,228.3,505.3861083984375,555.3861083984375,204.3861083984375,327.0861083984375,426
S014,S005,7995.56118451398,351.0,195.0,552.8875122070312,602.8875122070312,251.88751220703125,407.88751220703125,383
S014,S006,8596.786771292736,351.0,314.8,556.662109375,606.662109375,255.662109375,291.862109375,312
S014,S007,9684.060958771428,351.0,348.5,530.8557739257812,580.8557739257812,229.85577392578125,232.35577392578125,415
S014,S008,10974.334853906263,351.0,270.9,542.4922485351562,592.4922485351562,241.49224853515625,321.5922485351563,523
S014,S009,6315.453707248019,351.0,230.0,502.7727966308594,552.7727966308594,201.77279663085938,322.7727966308594,287
S014,S010,1753.1912032485,351.0,351.6,487.5635681152344,537.5635681152344,186.56356811523438,185.96356811523435,79
S014,S011,7127.719086237018,351.0,212.1,568.5668334960938,618.5668334960938,267.56683349609375,406.4668334960937,325
S014,S012,5454.843773738656,351.0,279.8,481.1858215332031,531.1858215332031,180.18582153320312,251.3858215332031,180
S014,S013,3127.4004968483005,351.0,351.7,483.26031494140625,533.2603149414062,182.26031494140625,181.56031494140626,138
S014,S015,10556.125709887981,351.0,474.5,578.795166015625,628.795166015625,277.795166015625,154.295166015625,488
S015,O01,6009.38297145927,474.5,127.7,521.7992553710938,571.7992553710938,97.29925537109375,444.09925537109376,286
S015,S001,5500.079173181564,474.5,184.0,547.315185546875,597.315185546875,122.815185546875,413.315185546875,241
S015,S002,7164.390108200983,474.5,219.5,593.7526245117188,643.7526245117188,169.25262451171875,424.25262451171875,314
S015,S003,2616.366900757228,474.5,338.5,437.89886474609375,487.89886474609375,13.39886474609375,149.39886474609375,119
S015,S004,5648.280044485753,474.5,228.3,641.2510375976562,691.2510375976562,216.75103759765625,462.95103759765624,267
S015,S005,3754.922175987615,474.5,195.0,568.6133422851562,618.6133422851562,144.11334228515625,423.61334228515625,154
S015,S006,4684.460846059746,474.5,314.8,601.2601318359375,651.2601318359375,176.7601318359375,336.4601318359375,177
S015,S007,2219.3594319123295,474.5,348.5,452.918212890625,502.918212890625,28.418212890625,154.418212890625,74
S015,S008,3928.8940468370834,474.5,270.9,660.450927734375,710.450927734375,235.950927734375,439.550927734375,182
S015,S009,6362.737185688924,474.5,230.0,532.3267822265625,582.3267822265625,107.8267822265625,352.3267822265625,244
S015,S010,9196.058223016864,474.5,351.6,568.3262329101562,618.3262329101562,143.82623291015625,266.7262329101562,410
S015,S011,3461.196864627193,474.5,212.1,538.7306518554688,588.7306518554688,114.23065185546875,376.6306518554687,164
S015,S012,9317.611181686156,474.5,279.8,534.7462158203125,584.7462158203125,110.2462158203125,304.9462158203125,345
S015,S013,8348.973021556709,474.5,351.7,529.7706298828125,579.7706298828125,105.2706298828125,228.0706298828125,351
S015,S014,10556.12570988799,474.5,351.0,578.795166015625,628.795166015625,154.295166015625,277.795166015625,488
