货箱编号,架次编号,服务区编号,交付完成时刻_s,物资类型,期望送达时间_s,硬截止时间_s,优先系数,加权延误
S008-FOD-01,T06,S008,4034.94242252185,应急食品,10800.0,,8.0,0.0
S008-HYG-01,T10,S008,4611.371125906833,生活卫生用品,14400.0,,6.0,0.0
S008-MED-01,T06,S008,4034.94242252185,医疗物资,7200.0,7200.0,20.0,0.0
S008-WAT-01,T10,S008,4611.371125906833,饮用水,7200.0,7200.0,10.0,0.0
S008-WAT-02,T06,S008,4034.94242252185,饮用水,7200.0,,10.0,0.0
S009-FOD-01,T22,S009,6372.871043608479,应急食品,14400.0,,6.0,0.0
S009-MED-01,T22,S009,6372.871043608479,医疗物资,10800.0,10800.0,16.0,0.0
S009-WAT-01,T22,S009,6372.871043608479,饮用水,10800.0,10800.0,8.0,0.0
S010-FOD-01,T03,S010,2273.646921795936,应急食品,7200.0,,10.0,0.0
S010-MED-01,T03,S010,2273.646921795936,医疗物资,3600.0,3600.0,24.0,0.0
S010-WAT-01,T03,S010,2273.646921795936,饮用水,3600.0,3600.0,12.0,0.0
S011-FOD-01,T01,S011,906.3969027824278,应急食品,14400.0,,6.0,0.0
S011-MED-01,T01,S011,906.3969027824278,医疗物资,10800.0,10800.0,16.0,0.0
S011-WAT-01,T01,S011,906.3969027824278,饮用水,10800.0,10800.0,8.0,0.0
S012-FOD-01,T14,S012,1334.4750368016162,应急食品,7200.0,,10.0,0.0
S012-MED-01,T14,S012,1334.4750368016162,医疗物资,7200.0,3600.0,22.0,0.0
S012-WAT-01,T18,S012,3395.830064006924,饮用水,3600.0,3600.0,12.0,0.0
S013-FOD-01,T02,S013,1062.769495869822,应急食品,7200.0,,10.0,0.0
S013-MED-01,T02,S013,1062.769495869822,医疗物资,3600.0,3600.0,24.0,0.0
S013-WAT-01,T02,S013,1062.769495869822,饮用水,3600.0,3600.0,12.0,0.0
S014-FOD-01,T04,S014,2752.9071999091557,应急食品,7200.0,,10.0,0.0
S014-MED-01,T04,S014,2752.9071999091557,医疗物资,7200.0,3600.0,22.0,0.0
S014-WAT-01,T04,S014,2752.9071999091557,饮用水,3600.0,3600.0,12.0,0.0
S015-FOD-01,T07,S015,1257.734701560416,应急食品,14400.0,,6.0,0.0
S015-MED-01,T21,S015,4670.334224369205,医疗物资,7200.0,7200.0,18.0,0.0
S015-WAT-01,T07,S015,1257.734701560416,饮用水,10800.0,10800.0,8.0,0.0
