货箱编号,架次编号,服务区编号,交付完成时刻_s,物资类型,期望送达时间_s,硬截止时间_s,优先系数,加权延误
S003-WAT-04,T20,S003,6533.308876174422,饮用水,7200.0,,10.0,0.0
S004-FOD-01,T11,S004,2621.9462614213085,应急食品,10800.0,,8.0,0.0
S004-HYG-01,T13,S004,3978.743786365954,生活卫生用品,14400.0,,6.0,0.0
S004-MED-01,T13,S004,3978.743786365954,医疗物资,7200.0,7200.0,20.0,0.0
S004-WAT-01,T11,S004,2621.9462614213085,饮用水,7200.0,7200.0,10.0,0.0
S004-WAT-02,T13,S004,3978.743786365954,饮用水,7200.0,,10.0,0.0
S004-WAT-03,T13,S004,3978.743786365954,饮用水,7200.0,,10.0,0.0
S005-FOD-01,T17,S005,4462.507296612781,应急食品,14400.0,,6.0,0.0
S005-HYG-01,T17,S005,4462.507296612781,生活卫生用品,18000.0,,4.0,0.0
S005-MED-01,T17,S005,4462.507296612781,医疗物资,10800.0,10800.0,16.0,0.0
S005-WAT-01,T17,S005,4462.507296612781,饮用水,10800.0,10800.0,8.0,0.0
S005-WAT-02,T17,S005,4462.507296612781,饮用水,10800.0,,8.0,0.0
S005-WAT-03,T17,S005,4462.507296612781,饮用水,10800.0,,8.0,0.0
S006-FOD-01,T08,S006,2703.5910112929637,应急食品,7200.0,,10.0,0.0
S006-HYG-01,T08,S006,2703.5910112929637,生活卫生用品,10800.0,,8.0,0.0
S006-MED-01,T08,S006,2703.5910112929637,医疗物资,3600.0,3600.0,24.0,0.0
S006-WAT-01,T08,S006,2703.5910112929637,饮用水,3600.0,3600.0,12.0,0.0
S006-WAT-02,T08,S006,2703.5910112929637,饮用水,3600.0,,12.0,0.0
S006-WAT-03,T08,S006,2703.5910112929637,饮用水,3600.0,,12.0,0.0
S007-FOD-01,T09,S007,1141.352042253366,应急食品,7200.0,,10.0,0.0
S007-HYG-01,T20,S007,5930.045361258345,生活卫生用品,10800.0,,8.0,0.0
S007-MED-01,T10,S007,1141.352042253366,医疗物资,3600.0,3600.0,24.0,0.0
S007-WAT-01,T10,S007,1141.352042253366,饮用水,3600.0,3600.0,12.0,0.0
S007-WAT-02,T09,S007,1141.352042253366,饮用水,3600.0,,12.0,0.0
S008-FOD-01,T19,S008,6177.5959104708945,应急食品,10800.0,,8.0,0.0
S008-HYG-01,T21,S008,6523.343780436869,生活卫生用品,14400.0,,6.0,0.0
S008-MED-01,T19,S008,6177.5959104708945,医疗物资,7200.0,7200.0,20.0,0.0
S008-WAT-01,T21,S008,6523.343780436869,饮用水,7200.0,7200.0,10.0,0.0
S008-WAT-02,T19,S008,6177.5959104708945,饮用水,7200.0,,10.0,0.0
S009-FOD-01,T22,S009,6712.7897035783035,应急食品,14400.0,,6.0,0.0
S009-MED-01,T22,S009,6712.7897035783035,医疗物资,10800.0,10800.0,16.0,0.0
S009-WAT-01,T22,S009,6712.7897035783035,饮用水,10800.0,10800.0,8.0,0.0
S010-FOD-01,T07,S010,2595.6987746373884,应急食品,7200.0,,10.0,0.0
S010-MED-01,T07,S010,2595.6987746373884,医疗物资,3600.0,3600.0,24.0,0.0
S010-WAT-01,T07,S010,2595.6987746373884,饮用水,3600.0,3600.0,12.0,0.0
S011-FOD-01,T18,S011,4604.429956526958,应急食品,14400.0,,6.0,0.0
S011-MED-01,T18,S011,4604.429956526958,医疗物资,10800.0,10800.0,16.0,0.0
S011-WAT-01,T18,S011,4604.429956526958,饮用水,10800.0,10800.0,8.0,0.0
S012-FOD-01,T14,S012,3061.8991213083464,应急食品,7200.0,,10.0,0.0
S012-MED-01,T14,S012,3061.8991213083464,医疗物资,7200.0,3600.0,22.0,0.0
S012-WAT-01,T15,S012,3383.6906467355448,饮用水,3600.0,3600.0,12.0,0.0
S013-FOD-01,T03,S013,1062.769495869822,应急食品,7200.0,,10.0,0.0
S013-MED-01,T03,S013,1062.769495869822,医疗物资,3600.0,3600.0,24.0,0.0
S013-WAT-01,T03,S013,1062.769495869822,饮用水,3600.0,3600.0,12.0,0.0
S014-FOD-01,T12,S014,3070.711512241689,应急食品,7200.0,,10.0,0.0
S014-MED-01,T12,S014,3070.711512241689,医疗物资,7200.0,3600.0,22.0,0.0
S014-WAT-01,T12,S014,3070.711512241689,饮用水,3600.0,3600.0,12.0,0.0
S015-FOD-01,T02,S015,1217.57831870276,应急食品,14400.0,,6.0,0.0
S015-MED-01,T02,S015,1217.57831870276,医疗物资,7200.0,7200.0,18.0,0.0
S015-WAT-01,T02,S015,1217.57831870276,饮用水,10800.0,10800.0,8.0,0.0
