货箱编号,架次编号,服务区编号,交付完成时刻_s,物资类型,期望送达时间_s,硬截止时间_s,优先系数,加权延误
S005-MED-01,T19,S005,7637.195698759682,医疗物资,10800.0,10800.0,16.0,0.0
S005-WAT-01,T19,S005,7637.195698759682,饮用水,10800.0,10800.0,8.0,0.0
S005-WAT-02,T19,S005,7637.195698759682,饮用水,10800.0,,8.0,0.0
S005-WAT-03,T19,S005,7637.195698759682,饮用水,10800.0,,8.0,0.0
S006-FOD-01,T01,S006,1209.4219339682802,应急食品,7200.0,,10.0,0.0
S006-HYG-01,T01,S006,1209.4219339682802,生活卫生用品,10800.0,,8.0,0.0
S006-MED-01,T01,S006,1209.4219339682802,医疗物资,3600.0,3600.0,24.0,0.0
S006-WAT-01,T01,S006,1209.4219339682802,饮用水,3600.0,3600.0,12.0,0.0
S006-WAT-02,T01,S006,1209.4219339682802,饮用水,3600.0,,12.0,0.0
S006-WAT-03,T01,S006,1209.4219339682802,饮用水,3600.0,,12.0,0.0
S007-FOD-01,T11,S007,1141.352042253366,应急食品,7200.0,,10.0,0.0
S007-HYG-01,T10,S007,7556.548827439243,生活卫生用品,10800.0,,8.0,0.0
S007-MED-01,T15,S007,1141.352042253366,医疗物资,3600.0,3600.0,24.0,0.0
S007-WAT-01,T15,S007,1141.352042253366,饮用水,3600.0,3600.0,12.0,0.0
S007-WAT-02,T11,S007,1141.352042253366,饮用水,3600.0,,12.0,0.0
S008-FOD-01,T14,S008,4671.371125906833,应急食品,10800.0,,8.0,0.0
S008-HYG-01,T16,S008,4709.26230100232,生活卫生用品,14400.0,,6.0,0.0
S008-MED-01,T14,S008,4671.371125906833,医疗物资,7200.0,7200.0,20.0,0.0
S008-WAT-01,T16,S008,4709.26230100232,饮用水,7200.0,7200.0,10.0,0.0
S008-WAT-02,T14,S008,4671.371125906833,饮用水,7200.0,,10.0,0.0
S009-FOD-01,T20,S009,6470.762218703966,应急食品,14400.0,,6.0,0.0
S009-MED-01,T20,S009,6470.762218703966,医疗物资,10800.0,10800.0,16.0,0.0
S009-WAT-01,T20,S009,6470.762218703966,饮用水,10800.0,10800.0,8.0,0.0
S010-FOD-01,T05,S010,1085.2264495644085,应急食品,7200.0,,10.0,0.0
S010-MED-01,T05,S010,1085.2264495644085,医疗物资,3600.0,3600.0,24.0,0.0
S010-WAT-01,T05,S010,1085.2264495644085,饮用水,3600.0,3600.0,12.0,0.0
S011-FOD-01,T17,S011,6248.4570798507575,应急食品,14400.0,,6.0,0.0
S011-MED-01,T17,S011,6248.4570798507575,医疗物资,10800.0,10800.0,16.0,0.0
S011-WAT-01,T17,S011,6248.4570798507575,饮用水,10800.0,10800.0,8.0,0.0
S012-FOD-01,T13,S012,2826.6797411514926,应急食品,7200.0,,10.0,0.0
S012-MED-01,T13,S012,2826.6797411514926,医疗物资,7200.0,3600.0,22.0,0.0
S012-WAT-01,T13,S012,2826.6797411514926,饮用水,3600.0,3600.0,12.0,0.0
S013-FOD-01,T07,S013,1062.769495869822,应急食品,7200.0,,10.0,0.0
S013-MED-01,T07,S013,1062.769495869822,医疗物资,3600.0,3600.0,24.0,0.0
S013-WAT-01,T07,S013,1062.769495869822,饮用水,3600.0,3600.0,12.0,0.0
S014-FOD-01,T12,S014,2752.9071999091557,应急食品,7200.0,,10.0,0.0
S014-MED-01,T12,S014,2752.9071999091557,医疗物资,7200.0,3600.0,22.0,0.0
S014-WAT-01,T12,S014,2752.9071999091557,饮用水,3600.0,3600.0,12.0,0.0
S015-FOD-01,T09,S015,4966.896323395242,应急食品,14400.0,,6.0,0.0
S015-MED-01,T09,S015,4966.896323395242,医疗物资,7200.0,7200.0,18.0,0.0
S015-WAT-01,T09,S015,4966.896323395242,饮用水,10800.0,10800.0,8.0,0.0
