货箱编号,架次编号,服务区编号,交付完成时刻_s,物资类型,期望送达时间_s,硬截止时间_s,优先系数,加权延误
S009-MED-01,T18,S009,6495.179688724839,医疗物资,10800.0,10800.0,16.0,0.0
S009-WAT-01,T18,S009,6495.179688724839,饮用水,10800.0,10800.0,8.0,0.0
S010-FOD-01,T01,S010,1085.2264495644085,应急食品,7200.0,,10.0,0.0
S010-MED-01,T01,S010,1085.2264495644085,医疗物资,3600.0,3600.0,24.0,0.0
S010-WAT-01,T01,S010,1085.2264495644085,饮用水,3600.0,3600.0,12.0,0.0
S011-FOD-01,T17,S011,4149.623473938854,应急食品,14400.0,,6.0,0.0
S011-MED-01,T17,S011,4149.623473938854,医疗物资,10800.0,10800.0,16.0,0.0
S011-WAT-01,T17,S011,4149.623473938854,饮用水,10800.0,10800.0,8.0,0.0
S012-FOD-01,T07,S012,1334.4750368016162,应急食品,7200.0,,10.0,0.0
S012-MED-01,T07,S012,1334.4750368016162,医疗物资,7200.0,3600.0,22.0,0.0
S012-WAT-01,T04,S012,1274.4750368016162,饮用水,3600.0,3600.0,12.0,0.0
S013-FOD-01,T09,S013,2618.149061665308,应急食品,7200.0,,10.0,0.0
S013-MED-01,T09,S013,2618.149061665308,医疗物资,3600.0,3600.0,24.0,0.0
S013-WAT-01,T09,S013,2618.149061665308,饮用水,3600.0,3600.0,12.0,0.0
S014-FOD-01,T08,S014,2451.535082125052,应急食品,7200.0,,10.0,0.0
S014-MED-01,T08,S014,2451.535082125052,医疗物资,7200.0,3600.0,22.0,0.0
S014-WAT-01,T08,S014,2451.535082125052,饮用水,3600.0,3600.0,12.0,0.0
S015-FOD-01,T12,S015,2985.158786067146,应急食品,14400.0,,6.0,0.0
S015-MED-01,T13,S015,4793.670503481937,医疗物资,7200.0,7200.0,18.0,0.0
S015-WAT-01,T12,S015,2985.158786067146,饮用水,10800.0,10800.0,8.0,0.0
