货箱编号,架次编号,服务区编号,交付完成时刻_s,物资类型,期望送达时间_s,硬截止时间_s,加权延误
S004-MED-01,T22,S004,5251.479808,医疗物资,7200.0,7200.0,0.0
S004-WAT-01,T22,S004,5251.479808,饮用水,7200.0,7200.0,0.0
S004-WAT-02,T22,S004,5251.479808,饮用水,7200.0,,0.0
S004-WAT-03,T22,S004,5251.479808,饮用水,7200.0,,0.0
S005-FOD-01,T21,S005,4860.013963,应急食品,14400.0,,0.0
S005-HYG-01,T10,S005,1158.851896,生活卫生用品,18000.0,,0.0
S005-MED-01,T10,S005,1158.851896,医疗物资,10800.0,10800.0,0.0
S005-WAT-01,T21,S005,4860.013963,饮用水,10800.0,10800.0,0.0
S005-WAT-02,T23,S005,5255.338792,饮用水,10800.0,,0.0
S005-WAT-03,T17,S005,4474.656148,饮用水,10800.0,,0.0
S006-FOD-01,T13,S006,2835.591011,应急食品,7200.0,,0.0
S006-HYG-01,T13,S006,2835.591011,生活卫生用品,10800.0,,0.0
S006-MED-01,T13,S006,2835.591011,医疗物资,3600.0,3600.0,0.0
S006-WAT-01,T13,S006,2835.591011,饮用水,3600.0,3600.0,0.0
S006-WAT-02,T13,S006,2835.591011,饮用水,3600.0,,0.0
S006-WAT-03,T13,S006,2835.591011,饮用水,3600.0,,0.0
S007-FOD-01,T11,S007,1141.352042,应急食品,7200.0,,0.0
S007-HYG-01,T20,S007,4468.599815,生活卫生用品,10800.0,,0.0
S007-MED-01,T15,S007,3145.090024,医疗物资,3600.0,3600.0,0.0
S007-WAT-01,T15,S007,3145.090024,饮用水,3600.0,3600.0,0.0
S007-WAT-02,T11,S007,1141.352042,饮用水,3600.0,,0.0
S008-FOD-01,T17,S008,5003.620943,应急食品,10800.0,,0.0
S008-HYG-01,T08,S008,3100.898801,生活卫生用品,14400.0,,0.0
S008-MED-01,T16,S008,4162.594602,医疗物资,7200.0,7200.0,0.0
S008-WAT-01,T16,S008,4162.594602,饮用水,7200.0,7200.0,0.0
S008-WAT-02,T08,S008,3100.898801,饮用水,7200.0,,0.0
S009-FOD-01,T09,S009,4156.662757,应急食品,14400.0,,0.0
S009-MED-01,T09,S009,4156.662757,医疗物资,10800.0,10800.0,0.0
S009-WAT-01,T09,S009,4156.662757,饮用水,10800.0,10800.0,0.0
S010-FOD-01,T07,S010,2595.698775,应急食品,7200.0,,0.0
S010-MED-01,T07,S010,2595.698775,医疗物资,3600.0,3600.0,0.0
S010-WAT-01,T07,S010,2595.698775,饮用水,3600.0,3600.0,0.0
S011-FOD-01,T19,S011,5530.690527,应急食品,14400.0,,0.0
S011-MED-01,T19,S011,5530.690527,医疗物资,10800.0,10800.0,0.0
S011-WAT-01,T19,S011,5530.690527,饮用水,10800.0,10800.0,0.0
S012-FOD-01,T14,S012,3061.899121,应急食品,7200.0,,0.0
S012-MED-01,T10,S012,1897.096018,医疗物资,7200.0,3600.0,0.0
S012-WAT-01,T14,S012,3061.899121,饮用水,3600.0,3600.0,0.0
S013-FOD-01,T02,S013,1062.769496,应急食品,7200.0,,0.0
S013-MED-01,T02,S013,1062.769496,医疗物资,3600.0,3600.0,0.0
S013-WAT-01,T02,S013,1062.769496,饮用水,3600.0,3600.0,0.0
S014-FOD-01,T03,S014,1242.434875,应急食品,7200.0,,0.0
S014-MED-01,T03,S014,1242.434875,医疗物资,7200.0,3600.0,0.0
S014-WAT-01,T03,S014,1242.434875,饮用水,3600.0,3600.0,0.0
S015-FOD-01,T18,S015,4989.166171,应急食品,14400.0,,0.0
S015-MED-01,T18,S015,4989.166171,医疗物资,7200.0,7200.0,0.0
S015-WAT-01,T18,S015,4989.166171,饮用水,10800.0,10800.0,0.0
