货箱编号,架次编号,服务区编号,交付完成时刻_s,物资类型,期望送达时间_s,硬截止时间_s,加权延误
S006-WAT-01,T11,S006,2835.591011,饮用水,3600.0,3600.0,0.0
S006-WAT-02,T11,S006,2835.591011,饮用水,3600.0,,0.0
S006-WAT-03,T11,S006,2835.591011,饮用水,3600.0,,0.0
S007-FOD-01,T18,S007,1141.352042,应急食品,7200.0,,0.0
S007-HYG-01,T16,S007,7573.682468,生活卫生用品,10800.0,,0.0
S007-MED-01,T09,S007,1141.352042,医疗物资,3600.0,3600.0,0.0
S007-WAT-01,T09,S007,1141.352042,饮用水,3600.0,3600.0,0.0
S007-WAT-02,T18,S007,1141.352042,饮用水,3600.0,,0.0
S008-FOD-01,T13,S008,5658.364316,应急食品,10800.0,,0.0
S008-HYG-01,T13,S008,5658.364316,生活卫生用品,14400.0,,0.0
S008-MED-01,T13,S008,5658.364316,医疗物资,7200.0,7200.0,0.0
S008-WAT-01,T13,S008,5658.364316,饮用水,7200.0,7200.0,0.0
S008-WAT-02,T13,S008,5658.364316,饮用水,7200.0,,0.0
S009-FOD-01,T08,S009,4823.307634,应急食品,14400.0,,0.0
S009-MED-01,T07,S009,4096.662757,医疗物资,10800.0,10800.0,0.0
S009-WAT-01,T08,S009,4823.307634,饮用水,10800.0,10800.0,0.0
S010-FOD-01,T03,S010,1085.22645,应急食品,7200.0,,0.0
S010-MED-01,T03,S010,1085.22645,医疗物资,3600.0,3600.0,0.0
S010-WAT-01,T03,S010,1085.22645,饮用水,3600.0,3600.0,0.0
S011-FOD-01,T13,S011,4791.881991,应急食品,14400.0,,0.0
S011-MED-01,T13,S011,4791.881991,医疗物资,10800.0,10800.0,0.0
S011-WAT-01,T13,S011,4791.881991,饮用水,10800.0,10800.0,0.0
S012-FOD-01,T06,S012,3141.056592,应急食品,7200.0,,0.0
S012-MED-01,T06,S012,3141.056592,医疗物资,7200.0,3600.0,0.0
S012-WAT-01,T06,S012,3141.056592,饮用水,3600.0,3600.0,0.0
S013-FOD-01,T04,S013,2618.149062,应急食品,7200.0,,0.0
S013-MED-01,T04,S013,2618.149062,医疗物资,3600.0,3600.0,0.0
S013-WAT-01,T04,S013,2618.149062,饮用水,3600.0,3600.0,0.0
S014-FOD-01,T02,S014,1242.434875,应急食品,7200.0,,0.0
S014-MED-01,T02,S014,1242.434875,医疗物资,7200.0,3600.0,0.0
S014-WAT-01,T02,S014,1242.434875,饮用水,3600.0,3600.0,0.0
S015-FOD-01,T14,S015,6311.894917,应急食品,14400.0,,0.0
S015-MED-01,T14,S015,6311.894917,医疗物资,7200.0,7200.0,0.0
S015-WAT-01,T14,S015,6311.894917,饮用水,10800.0,10800.0,0.0
