行,列,经度,纬度,悬停海拔_m,覆盖服务区
438,843,109.26708333333333,23.102916666666665,948.24169921875,S002、S004、S008、S009、S012
438,849,109.26875,23.102916666666665,955.21875,S002、S004、S009、S012
438,855,109.27041666666666,23.102916666666665,971.5523681640625,S002、S004、S009、S012
438,861,109.27208333333333,23.102916666666665,907.303955078125,S002、S004、S009
438,933,109.29208333333334,23.102916666666665,946.3244018554688,S002、S004
438,939,109.29375,23.102916666666665,962.3859252929688,S002
444,681,109.22208333333333,23.10125,680.7700805664062,S002、S008、S009
444,687,109.22375,23.10125,678.8066101074219,S002、S008、S009
444,693,109.22541666666666,23.10125,730.7573547363281,S002、S004、S005、S008、S009
444,753,109.24208333333334,23.10125,680.498046875,S002、S004、S008、S009
444,759,109.24375,23.10125,675.9657287597656,S002、S004、S008
444,765,109.24541666666667,23.10125,647.85107421875,S002、S004、S008
444,771,109.24708333333334,23.10125,695.8924255371094,S002、S004、S008、S009
444,777,109.24875,23.10125,726.4884948730469,S002、S004、S008、S009
444,783,109.25041666666667,23.10125,758.2908935546875,S002、S004、S008、S009
444,789,109.25208333333333,23.10125,762.944091796875,S002、S004、S008、S009
444,795,109.25375,23.10125,770.6675720214844,S002、S004、S008、S009
444,801,109.25541666666666,23.10125,841.3347778320312,S002、S004、S008、S009、S012
444,807,109.25708333333333,23.10125,841.77490234375,S002、S004、S008、S009、S012
444,813,109.25875,23.10125,871.1494140625,S004、S008、S009、S012
444,819,109.26041666666667,23.10125,888.6429443359375,S002、S004、S008、S009、S012
444,825,109.26208333333334,23.10125,895.682373046875,S002、S004、S008、S009、S012
444,831,109.26375,23.10125,939.23486328125,S002、S004、S008、S009、S012
444,837,109.26541666666667,23.10125,968.1190795898438,S002、S004、S008、S009、S012
444,843,109.26708333333333,23.10125,901.3455810546875,S002、S004、S008、S009
444,849,109.26875,23.10125,1023.8731689453125,S002、S004、S008、S009、S012
444,855,109.27041666666666,23.10125,1075.8214111328125,S002、S004、S009、S012
444,861,109.27208333333333,23.10125,974.6672973632812,S002、S004、S009、S012
444,933,109.29208333333334,23.10125,951.6467895507812,S002、S004
444,939,109.29375,23.10125,958.4847412109375,S002
450,681,109.22208333333333,23.099583333333335,650.5187072753906,S002、S004、S008、S009
450,687,109.22375,23.099583333333335,675.8274536132812,S002、S004、S008、S009
450,693,109.22541666666666,23.099583333333335,758.5296630859375,S002、S004、S005、S008、S009
450,699,109.22708333333334,23.099583333333335,709.0024719238281,S002、S004、S005、S008、S009
450,753,109.24208333333334,23.099583333333335,649.4448547363281,S002、S004、S008、S009
450,759,109.24375,23.099583333333335,706.3675231933594,S002、S004、S008、S009
450,765,109.24541666666667,23.099583333333335,709.4974975585938,S002、S004、S008、S009
450,771,109.24708333333334,23.099583333333335,764.0686340332031,S002、S004、S008、S009
450,777,109.24875,23.099583333333335,789.1833801269531,S002、S004、S008、S009
450,783,109.25041666666667,23.099583333333335,840.8404541015625,S002、S004、S008、S009
450,789,109.25208333333333,23.099583333333335,848.234375,S002、S004、S008、S009
450,795,109.25375,23.099583333333335,843.8895263671875,S002、S004、S008、S009
450,801,109.25541666666666,23.099583333333335,787.5531616210938,S002、S004、S008、S009
450,807,109.25708333333333,23.099583333333335,800.4824523925781,S002、S004、S008、S009、S012
450,813,109.25875,23.099583333333335,823.2060546875,S004、S008、S009、S012
450,819,109.26041666666667,23.099583333333335,863.0919189453125,S002、S004、S008、S009、S012
450,825,109.26208333333334,23.099583333333335,909.5692749023438,S002、S004、S008、S009、S012
450,831,109.26375,23.099583333333335,875.1436767578125,S002、S004、S008、S009、S012
450,837,109.26541666666667,23.099583333333335,853.146240234375,S004、S008、S009
450,843,109.26708333333333,23.099583333333335,839.1119995117188,S002、S004、S008、S009
450,849,109.26875,23.099583333333335,912.9771728515625,S002、S004、S008、S009、S012
450,855,109.27041666666666,23.099583333333335,994.4634399414062,S002、S004、S009、S012
450,867,109.27375,23.099583333333335,975.5618286132812,S002、S004、S009、S012
450,939,109.29375,23.099583333333335,919.360107421875,S002
456,681,109.22208333333333,23.097916666666666,708.7481994628906,S002、S004、S008、S009
456,687,109.22375,23.097916666666666,717.3185119628906,S002、S004、S005、S008、S009
456,693,109.22541666666666,23.097916666666666,658.1546020507812,S002、S004、S008、S009
456,699,109.22708333333334,23.097916666666666,694.5516052246094,S002、S004、S005、S008、S009
456,705,109.22875,23.097916666666666,670.5767211914062,S002、S004、S005、S008、S009
456,753,109.24208333333334,23.097916666666666,733.3482971191406,S002、S004、S008、S009
456,759,109.24375,23.097916666666666,737.8187561035156,S002、S004、S008、S009
456,765,109.24541666666667,23.097916666666666,789.4769592285156,S002、S004、S008、S009
456,771,109.24708333333334,23.097916666666666,859.508544921875,S002、S004、S008、S009
456,777,109.24875,23.097916666666666,820.09228515625,S002、S004、S008、S009
456,783,109.25041666666667,23.097916666666666,856.0821533203125,S002、S004、S008、S009
456,789,109.25208333333333,23.097916666666666,804.7343139648438,S002、S004、S008、S009
456,795,109.25375,23.097916666666666,792.4170532226562,S002、S004、S008、S009
456,801,109.25541666666666,23.097916666666666,733.68310546875,S002、S004、S008、S009
456,807,109.25708333333333,23.097916666666666,722.3008728027344,S002、S004、S008、S009
456,813,109.25875,23.097916666666666,770.7051391601562,S004、S008、S009、S012
456,819,109.26041666666667,23.097916666666666,768.5032958984375,S004、S008、S009、S012
456,825,109.26208333333334,23.097916666666666,797.5613098144531,S004、S008、S009、S012
456,831,109.26375,23.097916666666666,787.8267517089844,S004、S008、S009
456,837,109.26541666666667,23.097916666666666,781.7400512695312,S002、S004、S008、S009
456,849,109.26875,23.097916666666666,876.9522094726562,S002、S004、S008、S009、S012
462,681,109.22208333333333,23.09625,689.3597106933594,S002、S004、S008、S009
462,687,109.22375,23.09625,654.4777221679688,S002、S004、S008、S009
462,693,109.22541666666666,23.09625,622.0704345703125,S002、S004、S008、S009
462,705,109.22875,23.09625,645.757080078125,S002、S004、S005、S008、S009
462,753,109.24208333333334,23.09625,688.333740234375,S002、S004、S008、S009
462,759,109.24375,23.09625,747.3853149414062,S002、S004、S008、S009
462,765,109.24541666666667,23.09625,737.6410522460938,S002、S004、S008、S009
462,771,109.24708333333334,23.09625,762.5163879394531,S002、S004、S008、S009
462,777,109.24875,23.09625,740.0528564453125,S002、S004、S008、S009
462,783,109.25041666666667,23.09625,773.6592712402344,S002、S004、S008、S009
462,789,109.25208333333333,23.09625,737.6686096191406,S002、S004、S008、S009
462,795,109.25375,23.09625,735.0853576660156,S002、S004、S008、S009
462,801,109.25541666666666,23.09625,671.1532897949219,S002、S004、S008、S009
462,813,109.25875,23.09625,699.3549499511719,S004、S008、S009
462,819,109.26041666666667,23.09625,726.421875,S004、S008、S009
462,825,109.26208333333334,23.09625,723.0422668457031,S004、S008、S009
462,831,109.26375,23.09625,756.69091796875,S004、S008、S009、S012
462,837,109.26541666666667,23.09625,737.2501831054688,S002、S004、S008、S009
468,681,109.22208333333333,23.094583333333333,651.8214416503906,S002、S004、S008、S009
468,693,109.22541666666666,23.094583333333333,581.9113159179688,S002、S004、S008、S009
468,747,109.24041666666666,23.094583333333333,654.7322387695312,S002、S004、S008、S009
468,753,109.24208333333334,23.094583333333333,713.791015625,S002、S004、S008、S009
468,759,109.24375,23.094583333333333,699.5788269042969,S002、S004、S008、S009
468,765,109.24541666666667,23.094583333333333,692.3266906738281,S002、S004、S008、S009
468,771,109.24708333333334,23.094583333333333,743.3263549804688,S002、S004、S008、S009
468,777,109.24875,23.094583333333333,669.769775390625,S002、S004、S008、S009
468,783,109.25041666666667,23.094583333333333,676.8341369628906,S002、S004、S008、S009
468,789,109.25208333333333,23.094583333333333,704.8739624023438,S002、S004、S008、S009
468,795,109.25375,23.094583333333333,642.6951904296875,S002、S004、S008、S009
468,801,109.25541666666666,23.094583333333333,648.6473083496094,S002、S004、S008、S009
468,819,109.26041666666667,23.094583333333333,688.9013977050781,S004、S008、S009
468,825,109.26208333333334,23.094583333333333,676.3634643554688,S004、S008、S009
474,681,109.22208333333333,23.092916666666667,688.1777648925781,S002、S004、S005、S008、S009
474,687,109.22375,23.092916666666667,662.3011169433594,S002、S004、S005、S008、S009
474,693,109.22541666666666,23.092916666666667,654.3915710449219,S002、S004、S005、S008、S009
474,747,109.24041666666666,23.092916666666667,628.9410095214844,S002、S004、S008、S009
474,753,109.24208333333334,23.092916666666667,689.4070434570312,S002、S004、S008、S009
474,759,109.24375,23.092916666666667,637.0723876953125,S002、S004、S008、S009
474,765,109.24541666666667,23.092916666666667,680.8237609863281,S002、S004、S008、S009
474,771,109.24708333333334,23.092916666666667,663.8089599609375,S002、S004、S008、S009
474,777,109.24875,23.092916666666667,645.3211059570312,S002、S004、S008、S009
474,783,109.25041666666667,23.092916666666667,649.2143859863281,S002、S004、S008、S009
474,789,109.25208333333333,23.092916666666667,630.0081176757812,S002、S004、S008、S009
474,795,109.25375,23.092916666666667,639.4447021484375,S002、S004、S008、S009
480,681,109.22208333333333,23.091250000000002,657.4472351074219,S002、S004、S005、S008、S009
480,687,109.22375,23.091250000000002,658.3288269042969,S002、S004、S005、S008、S009
480,693,109.22541666666666,23.091250000000002,633.6846923828125,S002、S004、S005、S008、S009
480,747,109.24041666666666,23.091250000000002,621.7841186523438,S002、S004、S008、S009
480,753,109.24208333333334,23.091250000000002,609.589599609375,S002、S004、S008、S009
480,759,109.24375,23.091250000000002,650.6137084960938,S002、S004、S008、S009
480,765,109.24541666666667,23.091250000000002,662.4655151367188,S002、S004、S008、S009
480,771,109.24708333333334,23.091250000000002,649.6036987304688,S002、S004、S008、S009
480,777,109.24875,23.091250000000002,627.8302917480469,S002、S004、S008、S009
480,783,109.25041666666667,23.091250000000002,657.9547729492188,S002、S004、S008、S009
480,789,109.25208333333333,23.091250000000002,637.8703002929688,S002、S004、S008、S009
486,681,109.22208333333333,23.089583333333334,671.3184204101562,S002、S004、S005、S008、S009
486,687,109.22375,23.089583333333334,635.5138549804688,S004、S005、S008、S009
486,693,109.22541666666666,23.089583333333334,592.3195495605469,S004、S005、S008、S009
486,699,109.22708333333334,23.089583333333334,625.3855285644531,S002、S004、S005、S008、S009
486,747,109.24041666666666,23.089583333333334,611.7778625488281,S002、S004、S008、S009
486,753,109.24208333333334,23.089583333333334,630.800048828125,S002、S004、S008、S009
486,759,109.24375,23.089583333333334,599.1559448242188,S002、S004、S008、S009
486,765,109.24541666666667,23.089583333333334,676.6908264160156,S002、S004、S008、S009
486,777,109.24875,23.089583333333334,612.9551391601562,S002、S004、S008、S009
486,783,109.25041666666667,23.089583333333334,625.586181640625,S002、S004、S008、S009
486,789,109.25208333333333,23.089583333333334,648.9370727539062,S002、S004、S008、S009
492,681,109.22208333333333,23.08791666666667,633.2167663574219,S004、S005、S008、S009
492,687,109.22375,23.08791666666667,661.9899291992188,S002、S004、S005、S008、S009
492,693,109.22541666666666,23.08791666666667,640.1877746582031,S002、S004、S005、S008、S009
492,699,109.22708333333334,23.08791666666667,592.8968505859375,S004、S005、S008、S009
492,747,109.24041666666666,23.08791666666667,656.4338684082031,S002、S004、S008、S009
492,753,109.24208333333334,23.08791666666667,595.8426208496094,S002、S004、S008、S009
492,759,109.24375,23.08791666666667,581.8334350585938,S002、S004、S008、S009
492,765,109.24541666666667,23.08791666666667,650.3054809570312,S002、S004、S008、S009
492,771,109.24708333333334,23.08791666666667,649.2174072265625,S002、S004、S008、S009
492,789,109.25208333333333,23.08791666666667,648.5746154785156,S002、S004、S008、S009
492,813,109.25875,23.08791666666667,634.4491882324219,S002、S004、S008、S009
492,897,109.28208333333333,23.08791666666667,796.3192138671875,S002、S004、S009
492,903,109.28375,23.08791666666667,799.6714782714844,S002、S004、S009
498,681,109.22208333333333,23.08625,594.0295715332031,S004、S008、S009
498,687,109.22375,23.08625,596.8111267089844,S004、S005、S008、S009
498,693,109.22541666666666,23.08625,631.0599060058594,S004、S005、S008、S009
498,699,109.22708333333334,23.08625,665.0776672363281,S002、S004、S005、S008、S009
498,705,109.22875,23.08625,641.2547607421875,S002、S004、S005、S008、S009
498,747,109.24041666666666,23.08625,615.9086608886719,S002、S004、S008、S009
498,759,109.24375,23.08625,591.9866333007812,S002、S004、S008、S009
498,765,109.24541666666667,23.08625,629.4390563964844,S002、S004、S008、S009
498,771,109.24708333333334,23.08625,644.4639282226562,S002、S004、S008、S009
498,789,109.25208333333333,23.08625,613.0375061035156,S002、S004、S008、S009
498,897,109.28208333333333,23.08625,747.5765380859375,S002、S009、S013
498,903,109.28375,23.08625,805.9544372558594,S002、S004、S009、S013
504,687,109.22375,23.084583333333335,582.0569763183594,S004、S005、S008、S009
504,693,109.22541666666666,23.084583333333335,601.9348449707031,S004、S005、S008、S009
504,699,109.22708333333334,23.084583333333335,620.9873657226562,S004、S005、S008、S009
504,705,109.22875,23.084583333333335,592.842529296875,S004、S005、S008、S009
504,759,109.24375,23.084583333333335,564.9653930664062,S002、S004、S008、S009
504,771,109.24708333333334,23.084583333333335,597.51318359375,S002、S004、S008、S009
504,777,109.24875,23.084583333333335,579.3468627929688,S002、S004、S008、S009
504,789,109.25208333333333,23.084583333333335,592.87890625,S002、S004、S008、S009、S013
504,909,109.28541666666666,23.084583333333335,733.0307006835938,S002、S009、S013
504,915,109.28708333333333,23.084583333333335,718.8389282226562,S002、S009、S013
504,921,109.28875,23.084583333333335,726.8787841796875,S002、S009、S013
504,927,109.29041666666667,23.084583333333335,725.6601867675781,S002、S009、S013
510,687,109.22375,23.082916666666666,592.3633117675781,S004、S005、S008、S009
510,693,109.22541666666666,23.082916666666666,600.4634704589844,S004、S005、S008、S009
510,699,109.22708333333334,23.082916666666666,590.1540222167969,S004、S005、S008、S009
510,747,109.24041666666666,23.082916666666666,591.22900390625,S002、S004、S008、S009
510,759,109.24375,23.082916666666666,556.995361328125,S002、S004、S008、S009
510,765,109.24541666666667,23.082916666666666,598.9972839355469,S002、S004、S008、S009
510,771,109.24708333333334,23.082916666666666,570.9429626464844,S002、S004、S008、S009、S013
510,777,109.24875,23.082916666666666,617.4070129394531,S002、S004、S008、S009、S013
510,915,109.28708333333333,23.082916666666666,678.3352966308594,S002、S009、S013
510,921,109.28875,23.082916666666666,719.5642700195312,S002、S009、S013
510,927,109.29041666666667,23.082916666666666,780.9259948730469,S002、S009、S013
510,933,109.29208333333334,23.082916666666666,743.8128051757812,S002、S009、S013
516,693,109.22541666666666,23.08125,587.1536865234375,S004、S005、S008、S009
516,699,109.22708333333334,23.08125,601.8698120117188,S004、S005、S008、S009
516,705,109.22875,23.08125,597.2932739257812,S004、S005、S008、S009
516,759,109.24375,23.08125,568.2504272460938,S002、S004、S008、S009、S013
516,765,109.24541666666667,23.08125,606.0867919921875,S002、S004、S008、S009、S013
516,807,109.25708333333333,23.08125,592.5812072753906,S002、S004、S008、S009、S013
516,909,109.28541666666666,23.08125,696.1783447265625,S002、S009、S013
516,915,109.28708333333333,23.08125,682.8420104980469,S002、S009、S013
516,921,109.28875,23.08125,723.6542053222656,S002、S009、S013
516,927,109.29041666666667,23.08125,769.3936157226562,S002、S009、S013
516,933,109.29208333333334,23.08125,768.40234375,S002、S009、S013
522,639,109.21041666666667,23.079583333333336,571.6018676757812,S005、S008
522,687,109.22375,23.079583333333336,538.2737426757812,S004、S005、S008、S009
522,693,109.22541666666666,23.079583333333336,570.08154296875,S004、S005、S008、S009
522,699,109.22708333333334,23.079583333333336,571.6662902832031,S004、S005、S008、S009
522,705,109.22875,23.079583333333336,600.2115173339844,S004、S005、S008、S009
522,753,109.24208333333334,23.079583333333336,558.4766845703125,S002、S004、S008、S009、S013
522,759,109.24375,23.079583333333336,549.6293182373047,S002、S004、S008、S009、S013
522,765,109.24541666666667,23.079583333333336,583.9420166015625,S002、S004、S008、S009、S013
522,771,109.24708333333334,23.079583333333336,592.294189453125,S002、S004、S008、S009、S013
522,777,109.24875,23.079583333333336,536.2079162597656,S002、S004、S008、S009、S013
522,909,109.28541666666666,23.079583333333336,663.8750610351562,S002、S009、S013
522,915,109.28708333333333,23.079583333333336,670.619140625,S002、S009、S013
522,921,109.28875,23.079583333333336,685.2535400390625,S002、S009、S013
522,927,109.29041666666667,23.079583333333336,695.7921447753906,S002、S009、S013
528,651,109.21375,23.077916666666667,585.22265625,S004、S008、S009
528,657,109.21541666666667,23.077916666666667,588.4842834472656,S004、S008、S009
528,687,109.22375,23.077916666666667,528.5844268798828,S004、S005、S008、S009
528,693,109.22541666666666,23.077916666666667,540.6686553955078,S004、S005、S008、S009
528,699,109.22708333333334,23.077916666666667,563.2085266113281,S004、S005、S008、S009
528,705,109.22875,23.077916666666667,635.1216430664062,S004、S005、S008、S009
528,759,109.24375,23.077916666666667,565.7335510253906,S002、S004、S008、S009、S013
528,765,109.24541666666667,23.077916666666667,574.5810852050781,S002、S004、S008、S009、S013
528,771,109.24708333333334,23.077916666666667,565.3071899414062,S002、S004、S008、S009、S013
528,777,109.24875,23.077916666666667,574.1904296875,S002、S004、S008、S009、S013
528,783,109.25041666666667,23.077916666666667,558.7267150878906,S002、S004、S008、S009、S013
528,909,109.28541666666666,23.077916666666667,640.8282470703125,S002、S009、S013
528,939,109.29375,23.077916666666667,809.8058776855469,S002、S004、S009、S012、S013
534,645,109.21208333333334,23.07625,584.0947875976562,S005、S008
534,651,109.21375,23.07625,607.9691772460938,S005、S008
534,657,109.21541666666667,23.07625,575.4023742675781,S005、S008
534,687,109.22375,23.07625,529.572509765625,S004、S005、S008、S009
534,693,109.22541666666666,23.07625,531.7018737792969,S004、S005、S008、S009
534,699,109.22708333333334,23.07625,568.97607421875,S004、S005、S008、S009
534,705,109.22875,23.07625,613.9724426269531,S004、S005、S008、S009
534,711,109.23041666666667,23.07625,607.8751831054688,S004、S005、S008、S009
534,717,109.23208333333334,23.07625,602.7566528320312,S004、S005、S008、S009
534,741,109.23875,23.07625,540.4452362060547,S004、S008、S009、S013
534,759,109.24375,23.07625,539.6003875732422,S002、S004、S008、S009、S013
534,765,109.24541666666667,23.07625,546.1520538330078,S002、S004、S008、S009、S013
534,771,109.24708333333334,23.07625,577.7757873535156,S002、S004、S008、S009、S013
534,777,109.24875,23.07625,564.5348815917969,S002、S004、S008、S009、S013
534,783,109.25041666666667,23.07625,544.7816162109375,S002、S004、S008、S009、S013
534,897,109.28208333333333,23.07625,631.3887023925781,S002、S009、S013
534,939,109.29375,23.07625,834.2757568359375,S002、S004、S009、S012、S013
534,945,109.29541666666667,23.07625,884.34716796875,S002、S004、S009、S012、S013
540,645,109.21208333333334,23.074583333333333,562.2842712402344,S005、S008
540,657,109.21541666666667,23.074583333333333,573.8334350585938,S005、S008
540,687,109.22375,23.074583333333333,566.0245971679688,S004、S005、S008、S009
540,693,109.22541666666666,23.074583333333333,557.1121215820312,S004、S005、S008、S009
540,699,109.22708333333334,23.074583333333333,596.7763671875,S004、S005、S008、S009
540,705,109.22875,23.074583333333333,582.0166625976562,S004、S005、S008、S009
540,711,109.23041666666667,23.074583333333333,608.2977294921875,S004、S005、S008、S009
540,717,109.23208333333334,23.074583333333333,606.6932373046875,S004、S005、S008、S009
540,735,109.23708333333333,23.074583333333333,593.1943359375,S004、S008、S009、S013
540,741,109.23875,23.074583333333333,566.7888793945312,S004、S008、S009、S013
540,747,109.24041666666666,23.074583333333333,573.4335632324219,S002、S004、S008、S009、S013
540,753,109.24208333333334,23.074583333333333,509.9564208984375,S002、S004、S008、S009、S013
540,765,109.24541666666667,23.074583333333333,542.3542327880859,S002、S004、S008、S009、S013
540,771,109.24708333333334,23.074583333333333,555.5621185302734,S002、S004、S008、S009、S013
540,777,109.24875,23.074583333333333,575.943603515625,S002、S004、S008、S009、S013
540,885,109.27875,23.074583333333333,660.0490417480469,S002、S004、S009、S012、S013
540,891,109.28041666666667,23.074583333333333,652.5264892578125,S002、S004、S009、S012、S013
540,897,109.28208333333333,23.074583333333333,658.1346130371094,S002、S009、S012、S013
540,903,109.28375,23.074583333333333,698.7824096679688,S002、S004、S009、S012、S013
540,909,109.28541666666666,23.074583333333333,647.6905517578125,S002、S009、S013
546,645,109.21208333333334,23.072916666666668,567.8643188476562,S005、S008
546,651,109.21375,23.072916666666668,540.478759765625,S005、S008
546,681,109.22208333333333,23.072916666666668,598.1500549316406,S002、S004、S005、S008、S009
546,687,109.22375,23.072916666666668,598.1447448730469,S002、S004、S005、S008、S009
546,693,109.22541666666666,23.072916666666668,579.6304626464844,S002、S004、S005、S008、S009
546,699,109.22708333333334,23.072916666666668,562.9664306640625,S002、S004、S005、S008、S009
546,705,109.22875,23.072916666666668,588.04150390625,S002、S004、S005、S008、S009
546,711,109.23041666666667,23.072916666666668,587.0130310058594,S002、S004、S005、S008、S009、S013
546,717,109.23208333333334,23.072916666666668,587.6796875,S002、S004、S005、S008、S009、S013
546,741,109.23875,23.072916666666668,585.3800048828125,S004、S008、S009、S013
546,747,109.24041666666666,23.072916666666668,520.6282653808594,S002、S004、S008、S009、S013
546,753,109.24208333333334,23.072916666666668,510.38671875,S002、S004、S008、S009、S013
546,759,109.24375,23.072916666666668,528.8308258056641,S002、S004、S008、S009、S013
546,765,109.24541666666667,23.072916666666668,552.6904907226562,S002、S004、S008、S009、S013
546,771,109.24708333333334,23.072916666666668,570.7816772460938,S002、S004、S008、S009、S013
546,777,109.24875,23.072916666666668,558.4726867675781,S002、S004、S008、S009、S013
546,783,109.25041666666667,23.072916666666668,541.2339477539062,S002、S004、S008、S009、S013
546,795,109.25375,23.072916666666668,569.3646240234375,S002、S004、S008、S009、S013
546,879,109.27708333333334,23.072916666666668,652.8489990234375,S002、S004、S009、S012、S013
546,885,109.27875,23.072916666666668,665.847412109375,S002、S004、S009、S012、S013
546,891,109.28041666666667,23.072916666666668,691.1802368164062,S002、S004、S009、S012、S013
546,897,109.28208333333333,23.072916666666668,655.7979431152344,S002、S009、S012、S013
546,903,109.28375,23.072916666666668,738.479248046875,S002、S004、S009、S012、S013
546,909,109.28541666666666,23.072916666666668,700.8413391113281,S002、S004、S009、S012、S013
552,651,109.21375,23.07125,521.6844024658203,S005、S008
552,669,109.21875,23.07125,575.921142578125,S005、S008
552,693,109.22541666666666,23.07125,576.9204406738281,S002、S004、S005、S008、S009
552,699,109.22708333333334,23.07125,567.2855224609375,S002、S004、S005、S008、S009
552,705,109.22875,23.07125,549.5758209228516,S002、S004、S005、S008、S009、S013
552,717,109.23208333333334,23.07125,575.2918090820312,S002、S004、S005、S008、S009、S013
552,741,109.23875,23.07125,551.7509613037109,S002、S004、S008、S009、S013
552,747,109.24041666666666,23.07125,552.5888519287109,S002、S004、S005、S008、S009、S013
552,753,109.24208333333334,23.07125,502.0998992919922,S002、S004、S008、S009、S013
552,765,109.24541666666667,23.07125,521.4443969726562,S002、S004、S008、S009、S013
552,771,109.24708333333334,23.07125,547.9511413574219,S002、S004、S008、S009、S013
552,777,109.24875,23.07125,548.7556610107422,S002、S004、S008、S009、S013
552,783,109.25041666666667,23.07125,537.9245758056641,S002、S004、S008、S009、S013
552,795,109.25375,23.07125,537.4008636474609,S002、S004、S008、S009、S013
552,873,109.27541666666667,23.07125,635.7345886230469,S002、S004、S009、S012、S013
552,879,109.27708333333334,23.07125,661.509033203125,S002、S004、S009、S012、S013
552,885,109.27875,23.07125,695.714111328125,S002、S004、S009、S012、S013
552,891,109.28041666666667,23.07125,750.4478759765625,S002、S004、S009、S012、S013
552,897,109.28208333333333,23.07125,704.1574401855469,S002、S004、S009、S012、S013
552,903,109.28375,23.07125,731.860595703125,S002、S004、S009、S012、S013
552,909,109.28541666666666,23.07125,755.3777160644531,S002、S004、S009、S012、S013
552,915,109.28708333333333,23.07125,791.9109497070312,S002、S004、S009、S012、S013
558,651,109.21375,23.069583333333334,513.9625854492188,S005、S008
558,669,109.21875,23.069583333333334,576.995849609375,S005、S008
558,687,109.22375,23.069583333333334,579.3099670410156,S002、S004、S005、S008
558,693,109.22541666666666,23.069583333333334,623.7495727539062,S002、S004、S005、S008、S009
558,699,109.22708333333334,23.069583333333334,552.1182708740234,S002、S004、S005、S008、S009、S013
558,705,109.22875,23.069583333333334,563.6534118652344,S002、S004、S005、S008、S009、S013
558,711,109.23041666666667,23.069583333333334,599.6614379882812,S002、S004、S005、S008、S009、S013
558,717,109.23208333333334,23.069583333333334,581.6694946289062,S002、S004、S005、S008、S009、S013
558,729,109.23541666666667,23.069583333333334,561.9800415039062,S002、S004、S005、S008、S009、S013
558,741,109.23875,23.069583333333334,502.048583984375,S002、S004、S005、S008、S009、S013
558,747,109.24041666666666,23.069583333333334,538.7652587890625,S002、S004、S005、S008、S009、S013
558,753,109.24208333333334,23.069583333333334,533.9849395751953,S002、S004、S008、S009、S013
558,765,109.24541666666667,23.069583333333334,490.6482391357422,S002、S004、S008、S009、S013
558,771,109.24708333333334,23.069583333333334,539.6656188964844,S002、S004、S008、S009、S013
558,777,109.24875,23.069583333333334,561.1333312988281,S002、S004、S008、S009、S013
558,783,109.25041666666667,23.069583333333334,527.9033355712891,S002、S004、S008、S009、S013
558,873,109.27541666666667,23.069583333333334,638.5574645996094,S002、S004、S009、S012、S013
558,879,109.27708333333334,23.069583333333334,653.4551086425781,S002、S004、S009、S012、S013
558,885,109.27875,23.069583333333334,664.3529663085938,S002、S004、S009、S012、S013
